date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Rapeseed_N0,Rapeseed_N1,Rapeseed_N2,Rapeseed_N3,Rapeseed_N4,Rapeseed_N5,Rapeseed_N6
2022-01-25,O,2022-01-25 04:45:00,2022-01-25 12:30:00,2022-01-25 12:29:00,2022-01-25 12:30:00,46,202202,202205,202208,202211,202302,202305,202308
2022-01-26,O,2022-01-26 04:45:00,2022-01-26 12:30:00,2022-01-26 12:29:00,2022-01-26 12:30:00,45,202202,202205,202208,202211,202302,202305,202308
2022-01-27,O,2022-01-27 04:45:00,2022-01-27 12:30:00,2022-01-27 12:29:00,2022-01-27 12:30:00,44,202202,202205,202208,202211,202302,202305,202308
2022-01-28,O,2022-01-28 04:45:00,2022-01-28 12:30:00,2022-01-28 12:29:00,2022-01-28 12:30:00,43,202202,202205,202208,202211,202302,202305,202308
2022-01-31,O,2022-01-31 04:45:00,2022-01-31 12:30:00,2022-01-31 12:29:00,2022-01-31 12:30:00,42,202202,202205,202208,202211,202302,202305,202308
2022-02-01,O,2022-02-01 04:45:00,2022-02-01 12:30:00,2022-02-01 12:29:00,2022-02-01 12:30:00,41,,202205,202208,202211,202302,202305,202308
2022-02-02,O,2022-02-02 04:45:00,2022-02-02 12:30:00,2022-02-02 12:29:00,2022-02-02 12:30:00,40,,202205,202208,202211,202302,202305,202308
2022-02-03,O,2022-02-03 04:45:00,2022-02-03 12:30:00,2022-02-03 12:29:00,2022-02-03 12:30:00,39,,202205,202208,202211,202302,202305,202308
2022-02-04,O,2022-02-04 04:45:00,2022-02-04 12:30:00,2022-02-04 12:29:00,2022-02-04 12:30:00,38,,202205,202208,202211,202302,202305,202308
2022-02-07,O,2022-02-07 04:45:00,2022-02-07 12:30:00,2022-02-07 12:29:00,2022-02-07 12:30:00,37,,202205,202208,202211,202302,202305,202308
2022-02-08,O,2022-02-08 04:45:00,2022-02-08 12:30:00,2022-02-08 12:29:00,2022-02-08 12:30:00,36,,202205,202208,202211,202302,202305,202308
2022-02-09,O,2022-02-09 04:45:00,2022-02-09 12:30:00,2022-02-09 12:29:00,2022-02-09 12:30:00,35,,202205,202208,202211,202302,202305,202308
2022-02-10,O,2022-02-10 04:45:00,2022-02-10 12:30:00,2022-02-10 12:29:00,2022-02-10 12:30:00,34,,202205,202208,202211,202302,202305,202308
2022-02-11,O,2022-02-11 04:45:00,2022-02-11 12:30:00,2022-02-11 12:29:00,2022-02-11 12:30:00,33,,202205,202208,202211,202302,202305,202308
2022-02-14,O,2022-02-14 04:45:00,2022-02-14 12:30:00,2022-02-14 12:29:00,2022-02-14 12:30:00,32,,202205,202208,202211,202302,202305,202308
2022-02-15,O,2022-02-15 04:45:00,2022-02-15 12:30:00,2022-02-15 12:29:00,2022-02-15 12:30:00,31,,202205,202208,202211,202302,202305,202308
2022-02-16,O,2022-02-16 04:45:00,2022-02-16 12:30:00,2022-02-16 12:29:00,2022-02-16 12:30:00,30,,202205,202208,202211,202302,202305,202308
2022-02-17,O,2022-02-17 04:45:00,2022-02-17 12:30:00,2022-02-17 12:29:00,2022-02-17 12:30:00,29,,202205,202208,202211,202302,202305,202308
2022-02-18,O,2022-02-18 04:45:00,2022-02-18 12:30:00,2022-02-18 12:29:00,2022-02-18 12:30:00,28,,202205,202208,202211,202302,202305,202308
2022-02-21,O,2022-02-21 04:45:00,2022-02-21 12:30:00,2022-02-21 12:29:00,2022-02-21 12:30:00,27,,202205,202208,202211,202302,202305,202308
2022-02-22,O,2022-02-22 04:45:00,2022-02-22 12:30:00,2022-02-22 12:29:00,2022-02-22 12:30:00,26,,202205,202208,202211,202302,202305,202308
2022-02-23,O,2022-02-23 04:45:00,2022-02-23 12:30:00,2022-02-23 12:29:00,2022-02-23 12:30:00,25,,202205,202208,202211,202302,202305,202308
2022-02-24,O,2022-02-24 04:45:00,2022-02-24 12:30:00,2022-02-24 12:29:00,2022-02-24 12:30:00,24,,202205,202208,202211,202302,202305,202308
2022-02-25,O,2022-02-25 04:45:00,2022-02-25 12:30:00,2022-02-25 12:29:00,2022-02-25 12:30:00,23,,202205,202208,202211,202302,202305,202308
2022-02-28,O,2022-02-28 04:45:00,2022-02-28 12:30:00,2022-02-28 12:29:00,2022-02-28 12:30:00,22,,202205,202208,202211,202302,202305,202308
2022-03-01,O,2022-03-01 04:45:00,2022-03-01 12:30:00,2022-03-01 12:29:00,2022-03-01 12:30:00,21,,202205,202208,202211,202302,202305,202308
2022-03-02,O,2022-03-02 04:45:00,2022-03-02 12:30:00,2022-03-02 12:29:00,2022-03-02 12:30:00,20,,202205,202208,202211,202302,202305,202308
2022-03-03,O,2022-03-03 04:45:00,2022-03-03 12:30:00,2022-03-03 12:29:00,2022-03-03 12:30:00,19,,202205,202208,202211,202302,202305,202308
2022-03-04,O,2022-03-04 04:45:00,2022-03-04 12:30:00,2022-03-04 12:29:00,2022-03-04 12:30:00,18,,202205,202208,202211,202302,202305,202308
2022-03-07,O,2022-03-07 04:45:00,2022-03-07 12:30:00,2022-03-07 12:29:00,2022-03-07 12:30:00,17,,202205,202208,202211,202302,202305,202308
2022-03-08,O,2022-03-08 04:45:00,2022-03-08 12:30:00,2022-03-08 12:29:00,2022-03-08 12:30:00,16,,202205,202208,202211,202302,202305,202308
2022-03-09,O,2022-03-09 04:45:00,2022-03-09 12:30:00,2022-03-09 12:29:00,2022-03-09 12:30:00,15,,202205,202208,202211,202302,202305,202308
2022-03-10,O,2022-03-10 04:45:00,2022-03-10 12:30:00,2022-03-10 12:29:00,2022-03-10 12:30:00,14,,202205,202208,202211,202302,202305,202308
2022-03-11,O,2022-03-11 04:45:00,2022-03-11 12:30:00,2022-03-11 12:29:00,2022-03-11 12:30:00,13,,202205,202208,202211,202302,202305,202308
2022-03-14,O,2022-03-14 05:45:00,2022-03-14 13:30:00,2022-03-14 13:29:00,2022-03-14 13:30:00,12,,202205,202208,202211,202302,202305,202308
2022-03-15,O,2022-03-15 05:45:00,2022-03-15 13:30:00,2022-03-15 13:29:00,2022-03-15 13:30:00,11,,202205,202208,202211,202302,202305,202308
2022-03-16,O,2022-03-16 05:45:00,2022-03-16 13:30:00,2022-03-16 13:29:00,2022-03-16 13:30:00,10,,202205,202208,202211,202302,202305,202308
2022-03-17,O,2022-03-17 05:45:00,2022-03-17 13:30:00,2022-03-17 13:29:00,2022-03-17 13:30:00,9,,202205,202208,202211,202302,202305,202308
2022-03-18,O,2022-03-18 05:45:00,2022-03-18 13:30:00,2022-03-18 13:29:00,2022-03-18 13:30:00,8,,202205,202208,202211,202302,202305,202308
2022-03-21,O,2022-03-21 05:45:00,2022-03-21 13:30:00,2022-03-21 13:29:00,2022-03-21 13:30:00,7,,202205,202208,202211,202302,202305,202308
2022-03-22,O,2022-03-22 05:45:00,2022-03-22 13:30:00,2022-03-22 13:29:00,2022-03-22 13:30:00,6,,202205,202208,202211,202302,202305,202308
2022-03-23,O,2022-03-23 05:45:00,2022-03-23 13:30:00,2022-03-23 13:29:00,2022-03-23 13:30:00,5,,202205,202208,202211,202302,202305,202308
2022-03-24,O,2022-03-24 05:45:00,2022-03-24 13:30:00,2022-03-24 13:29:00,2022-03-24 13:30:00,4,,202205,202208,202211,202302,202305,202308
2022-03-25,O,2022-03-25 05:45:00,2022-03-25 13:30:00,2022-03-25 13:29:00,2022-03-25 13:30:00,3,,202205,202208,202211,202302,202305,202308
2022-03-28,O,2022-03-28 04:45:00,2022-03-28 12:30:00,2022-03-28 12:29:00,2022-03-28 12:30:00,2,,202205,202208,202211,202302,202305,202308
2022-03-29,O,2022-03-29 04:45:00,2022-03-29 12:30:00,2022-03-29 12:29:00,2022-03-29 12:30:00,1,,202205,202208,202211,202302,202305,202308
2022-03-30,O,2022-03-30 04:45:00,2022-03-30 12:30:00,2022-03-30 12:29:00,2022-03-30 12:30:00,0,,202205,202208,202211,202302,202305,202308
2022-03-31,O,2022-03-31 04:45:00,2022-03-31 12:30:00,2022-03-31 12:29:00,2022-03-31 12:30:00,64,202205,202208,202211,202302,202305,202308,202311
2022-04-01,O,2022-04-01 04:45:00,2022-04-01 12:30:00,2022-04-01 12:29:00,2022-04-01 12:30:00,63,202205,202208,202211,202302,202305,202308,202311
2022-04-04,O,2022-04-04 04:45:00,2022-04-04 12:30:00,2022-04-04 12:29:00,2022-04-04 12:30:00,62,202205,202208,202211,202302,202305,202308,202311
2022-04-05,O,2022-04-05 04:45:00,2022-04-05 12:30:00,2022-04-05 12:29:00,2022-04-05 12:30:00,61,202205,202208,202211,202302,202305,202308,202311
2022-04-06,O,2022-04-06 04:45:00,2022-04-06 12:30:00,2022-04-06 12:29:00,2022-04-06 12:30:00,60,202205,202208,202211,202302,202305,202308,202311
2022-04-07,O,2022-04-07 04:45:00,2022-04-07 12:30:00,2022-04-07 12:29:00,2022-04-07 12:30:00,59,202205,202208,202211,202302,202305,202308,202311
2022-04-08,O,2022-04-08 04:45:00,2022-04-08 12:30:00,2022-04-08 12:29:00,2022-04-08 12:30:00,58,202205,202208,202211,202302,202305,202308,202311
2022-04-11,O,2022-04-11 04:45:00,2022-04-11 12:30:00,2022-04-11 12:29:00,2022-04-11 12:30:00,57,202205,202208,202211,202302,202305,202308,202311
2022-04-12,O,2022-04-12 04:45:00,2022-04-12 12:30:00,2022-04-12 12:29:00,2022-04-12 12:30:00,56,202205,202208,202211,202302,202305,202308,202311
2022-04-13,O,2022-04-13 04:45:00,2022-04-13 12:30:00,2022-04-13 12:29:00,2022-04-13 12:30:00,55,202205,202208,202211,202302,202305,202308,202311
2022-04-14,O,2022-04-14 04:45:00,2022-04-14 12:30:00,2022-04-14 12:29:00,2022-04-14 12:30:00,54,202205,202208,202211,202302,202305,202308,202311
2022-04-15,X,,,,,,,,,,,,
2022-04-18,X,,,,,,,,,,,,
2022-04-19,O,2022-04-19 04:45:00,2022-04-19 12:30:00,2022-04-19 12:29:00,2022-04-19 12:30:00,53,202205,202208,202211,202302,202305,202308,202311
2022-04-20,O,2022-04-20 04:45:00,2022-04-20 12:30:00,2022-04-20 12:29:00,2022-04-20 12:30:00,52,202205,202208,202211,202302,202305,202308,202311
2022-04-21,O,2022-04-21 04:45:00,2022-04-21 12:30:00,2022-04-21 12:29:00,2022-04-21 12:30:00,51,202205,202208,202211,202302,202305,202308,202311
2022-04-22,O,2022-04-22 04:45:00,2022-04-22 12:30:00,2022-04-22 12:29:00,2022-04-22 12:30:00,50,202205,202208,202211,202302,202305,202308,202311
2022-04-25,O,2022-04-25 04:45:00,2022-04-25 12:30:00,2022-04-25 12:29:00,2022-04-25 12:30:00,49,202205,202208,202211,202302,202305,202308,202311
2022-04-26,O,2022-04-26 04:45:00,2022-04-26 12:30:00,2022-04-26 12:29:00,2022-04-26 12:30:00,48,202205,202208,202211,202302,202305,202308,202311
2022-04-27,O,2022-04-27 04:45:00,2022-04-27 12:30:00,2022-04-27 12:29:00,2022-04-27 12:30:00,47,202205,202208,202211,202302,202305,202308,202311
2022-04-28,O,2022-04-28 04:45:00,2022-04-28 12:30:00,2022-04-28 12:29:00,2022-04-28 12:30:00,46,202205,202208,202211,202302,202305,202308,202311
2022-04-29,O,2022-04-29 04:45:00,2022-04-29 12:30:00,2022-04-29 12:29:00,2022-04-29 12:30:00,45,202205,202208,202211,202302,202305,202308,202311
2022-05-02,O,2022-05-02 04:45:00,2022-05-02 12:30:00,2022-05-02 12:29:00,2022-05-02 12:30:00,44,,202208,202211,202302,202305,202308,202311
2022-05-03,O,2022-05-03 04:45:00,2022-05-03 12:30:00,2022-05-03 12:29:00,2022-05-03 12:30:00,43,,202208,202211,202302,202305,202308,202311
2022-05-04,O,2022-05-04 04:45:00,2022-05-04 12:30:00,2022-05-04 12:29:00,2022-05-04 12:30:00,42,,202208,202211,202302,202305,202308,202311
2022-05-05,O,2022-05-05 04:45:00,2022-05-05 12:30:00,2022-05-05 12:29:00,2022-05-05 12:30:00,41,,202208,202211,202302,202305,202308,202311
2022-05-06,O,2022-05-06 04:45:00,2022-05-06 12:30:00,2022-05-06 12:29:00,2022-05-06 12:30:00,40,,202208,202211,202302,202305,202308,202311
2022-05-09,O,2022-05-09 04:45:00,2022-05-09 12:30:00,2022-05-09 12:29:00,2022-05-09 12:30:00,39,,202208,202211,202302,202305,202308,202311
2022-05-10,O,2022-05-10 04:45:00,2022-05-10 12:30:00,2022-05-10 12:29:00,2022-05-10 12:30:00,38,,202208,202211,202302,202305,202308,202311
2022-05-11,O,2022-05-11 04:45:00,2022-05-11 12:30:00,2022-05-11 12:29:00,2022-05-11 12:30:00,37,,202208,202211,202302,202305,202308,202311
2022-05-12,O,2022-05-12 04:45:00,2022-05-12 12:30:00,2022-05-12 12:29:00,2022-05-12 12:30:00,36,,202208,202211,202302,202305,202308,202311
2022-05-13,O,2022-05-13 04:45:00,2022-05-13 12:30:00,2022-05-13 12:29:00,2022-05-13 12:30:00,35,,202208,202211,202302,202305,202308,202311
2022-05-16,O,2022-05-16 04:45:00,2022-05-16 12:30:00,2022-05-16 12:29:00,2022-05-16 12:30:00,34,,202208,202211,202302,202305,202308,202311
2022-05-17,O,2022-05-17 04:45:00,2022-05-17 12:30:00,2022-05-17 12:29:00,2022-05-17 12:30:00,33,,202208,202211,202302,202305,202308,202311
2022-05-18,O,2022-05-18 04:45:00,2022-05-18 12:30:00,2022-05-18 12:29:00,2022-05-18 12:30:00,32,,202208,202211,202302,202305,202308,202311
2022-05-19,O,2022-05-19 04:45:00,2022-05-19 12:30:00,2022-05-19 12:29:00,2022-05-19 12:30:00,31,,202208,202211,202302,202305,202308,202311
2022-05-20,O,2022-05-20 04:45:00,2022-05-20 12:30:00,2022-05-20 12:29:00,2022-05-20 12:30:00,30,,202208,202211,202302,202305,202308,202311
2022-05-23,O,2022-05-23 04:45:00,2022-05-23 12:30:00,2022-05-23 12:29:00,2022-05-23 12:30:00,29,,202208,202211,202302,202305,202308,202311
2022-05-24,O,2022-05-24 04:45:00,2022-05-24 12:30:00,2022-05-24 12:29:00,2022-05-24 12:30:00,28,,202208,202211,202302,202305,202308,202311
2022-05-25,O,2022-05-25 04:45:00,2022-05-25 12:30:00,2022-05-25 12:29:00,2022-05-25 12:30:00,27,,202208,202211,202302,202305,202308,202311
2022-05-26,O,2022-05-26 04:45:00,2022-05-26 12:30:00,2022-05-26 12:29:00,2022-05-26 12:30:00,26,,202208,202211,202302,202305,202308,202311
2022-05-27,O,2022-05-27 04:45:00,2022-05-27 12:30:00,2022-05-27 12:29:00,2022-05-27 12:30:00,25,,202208,202211,202302,202305,202308,202311
2022-05-30,O,2022-05-30 04:45:00,2022-05-30 12:30:00,2022-05-30 12:29:00,2022-05-30 12:30:00,24,,202208,202211,202302,202305,202308,202311
2022-05-31,O,2022-05-31 04:45:00,2022-05-31 12:30:00,2022-05-31 12:29:00,2022-05-31 12:30:00,23,,202208,202211,202302,202305,202308,202311
2022-06-01,O,2022-06-01 04:45:00,2022-06-01 12:30:00,2022-06-01 12:29:00,2022-06-01 12:30:00,22,,202208,202211,202302,202305,202308,202311
2022-06-02,O,2022-06-02 04:45:00,2022-06-02 12:30:00,2022-06-02 12:29:00,2022-06-02 12:30:00,21,,202208,202211,202302,202305,202308,202311
2022-06-03,O,2022-06-03 04:45:00,2022-06-03 12:30:00,2022-06-03 12:29:00,2022-06-03 12:30:00,20,,202208,202211,202302,202305,202308,202311
2022-06-06,O,2022-06-06 04:45:00,2022-06-06 12:30:00,2022-06-06 12:29:00,2022-06-06 12:30:00,19,,202208,202211,202302,202305,202308,202311
2022-06-07,O,2022-06-07 04:45:00,2022-06-07 12:30:00,2022-06-07 12:29:00,2022-06-07 12:30:00,18,,202208,202211,202302,202305,202308,202311
2022-06-08,O,2022-06-08 04:45:00,2022-06-08 12:30:00,2022-06-08 12:29:00,2022-06-08 12:30:00,17,,202208,202211,202302,202305,202308,202311
2022-06-09,O,2022-06-09 04:45:00,2022-06-09 12:30:00,2022-06-09 12:29:00,2022-06-09 12:30:00,16,,202208,202211,202302,202305,202308,202311
2022-06-10,O,2022-06-10 04:45:00,2022-06-10 12:30:00,2022-06-10 12:29:00,2022-06-10 12:30:00,15,,202208,202211,202302,202305,202308,202311
2022-06-13,O,2022-06-13 04:45:00,2022-06-13 12:30:00,2022-06-13 12:29:00,2022-06-13 12:30:00,14,,202208,202211,202302,202305,202308,202311
2022-06-14,O,2022-06-14 04:45:00,2022-06-14 12:30:00,2022-06-14 12:29:00,2022-06-14 12:30:00,13,,202208,202211,202302,202305,202308,202311
2022-06-15,O,2022-06-15 04:45:00,2022-06-15 12:30:00,2022-06-15 12:29:00,2022-06-15 12:30:00,12,,202208,202211,202302,202305,202308,202311
2022-06-16,O,2022-06-16 04:45:00,2022-06-16 12:30:00,2022-06-16 12:29:00,2022-06-16 12:30:00,11,,202208,202211,202302,202305,202308,202311
2022-06-17,O,2022-06-17 04:45:00,2022-06-17 12:30:00,2022-06-17 12:29:00,2022-06-17 12:30:00,10,,202208,202211,202302,202305,202308,202311
2022-06-20,O,2022-06-20 04:45:00,2022-06-20 12:30:00,2022-06-20 12:29:00,2022-06-20 12:30:00,9,,202208,202211,202302,202305,202308,202311
2022-06-21,O,2022-06-21 04:45:00,2022-06-21 12:30:00,2022-06-21 12:29:00,2022-06-21 12:30:00,8,,202208,202211,202302,202305,202308,202311
2022-06-22,O,2022-06-22 04:45:00,2022-06-22 12:30:00,2022-06-22 12:29:00,2022-06-22 12:30:00,7,,202208,202211,202302,202305,202308,202311
2022-06-23,O,2022-06-23 04:45:00,2022-06-23 12:30:00,2022-06-23 12:29:00,2022-06-23 12:30:00,6,,202208,202211,202302,202305,202308,202311
2022-06-24,O,2022-06-24 04:45:00,2022-06-24 12:30:00,2022-06-24 12:29:00,2022-06-24 12:30:00,5,,202208,202211,202302,202305,202308,202311
2022-06-27,O,2022-06-27 04:45:00,2022-06-27 12:30:00,2022-06-27 12:29:00,2022-06-27 12:30:00,4,,202208,202211,202302,202305,202308,202311
2022-06-28,O,2022-06-28 04:45:00,2022-06-28 12:30:00,2022-06-28 12:29:00,2022-06-28 12:30:00,3,,202208,202211,202302,202305,202308,202311
2022-06-29,O,2022-06-29 04:45:00,2022-06-29 12:30:00,2022-06-29 12:29:00,2022-06-29 12:30:00,2,,202208,202211,202302,202305,202308,202311
2022-06-30,O,2022-06-30 04:45:00,2022-06-30 12:30:00,2022-06-30 12:29:00,2022-06-30 12:30:00,1,,202208,202211,202302,202305,202308,202311
2022-07-01,O,2022-07-01 04:45:00,2022-07-01 12:30:00,2022-07-01 12:29:00,2022-07-01 12:30:00,0,,202208,202211,202302,202305,202308,202311
2022-07-04,O,2022-07-04 04:45:00,2022-07-04 12:30:00,2022-07-04 12:29:00,2022-07-04 12:30:00,65,202208,202211,202302,202305,202308,202311,202402
2022-07-05,O,2022-07-05 04:45:00,2022-07-05 12:30:00,2022-07-05 12:29:00,2022-07-05 12:30:00,64,202208,202211,202302,202305,202308,202311,202402
2022-07-06,O,2022-07-06 04:45:00,2022-07-06 12:30:00,2022-07-06 12:29:00,2022-07-06 12:30:00,63,202208,202211,202302,202305,202308,202311,202402
2022-07-07,O,2022-07-07 04:45:00,2022-07-07 12:30:00,2022-07-07 12:29:00,2022-07-07 12:30:00,62,202208,202211,202302,202305,202308,202311,202402
2022-07-08,O,2022-07-08 04:45:00,2022-07-08 12:30:00,2022-07-08 12:29:00,2022-07-08 12:30:00,61,202208,202211,202302,202305,202308,202311,202402
2022-07-11,O,2022-07-11 04:45:00,2022-07-11 12:30:00,2022-07-11 12:29:00,2022-07-11 12:30:00,60,202208,202211,202302,202305,202308,202311,202402
2022-07-12,O,2022-07-12 04:45:00,2022-07-12 12:30:00,2022-07-12 12:29:00,2022-07-12 12:30:00,59,202208,202211,202302,202305,202308,202311,202402
2022-07-13,O,2022-07-13 04:45:00,2022-07-13 12:30:00,2022-07-13 12:29:00,2022-07-13 12:30:00,58,202208,202211,202302,202305,202308,202311,202402
2022-07-14,O,2022-07-14 04:45:00,2022-07-14 12:30:00,2022-07-14 12:29:00,2022-07-14 12:30:00,57,202208,202211,202302,202305,202308,202311,202402
2022-07-15,O,2022-07-15 04:45:00,2022-07-15 12:30:00,2022-07-15 12:29:00,2022-07-15 12:30:00,56,202208,202211,202302,202305,202308,202311,202402
2022-07-18,O,2022-07-18 04:45:00,2022-07-18 12:30:00,2022-07-18 12:29:00,2022-07-18 12:30:00,55,202208,202211,202302,202305,202308,202311,202402
2022-07-19,O,2022-07-19 04:45:00,2022-07-19 12:30:00,2022-07-19 12:29:00,2022-07-19 12:30:00,54,202208,202211,202302,202305,202308,202311,202402
2022-07-20,O,2022-07-20 04:45:00,2022-07-20 12:30:00,2022-07-20 12:29:00,2022-07-20 12:30:00,53,202208,202211,202302,202305,202308,202311,202402
2022-07-21,O,2022-07-21 04:45:00,2022-07-21 12:30:00,2022-07-21 12:29:00,2022-07-21 12:30:00,52,202208,202211,202302,202305,202308,202311,202402
2022-07-22,O,2022-07-22 04:45:00,2022-07-22 12:30:00,2022-07-22 12:29:00,2022-07-22 12:30:00,51,202208,202211,202302,202305,202308,202311,202402
2022-07-25,O,2022-07-25 04:45:00,2022-07-25 12:30:00,2022-07-25 12:29:00,2022-07-25 12:30:00,50,202208,202211,202302,202305,202308,202311,202402
2022-07-26,O,2022-07-26 04:45:00,2022-07-26 12:30:00,2022-07-26 12:29:00,2022-07-26 12:30:00,49,202208,202211,202302,202305,202308,202311,202402
2022-07-27,O,2022-07-27 04:45:00,2022-07-27 12:30:00,2022-07-27 12:29:00,2022-07-27 12:30:00,48,202208,202211,202302,202305,202308,202311,202402
2022-07-28,O,2022-07-28 04:45:00,2022-07-28 12:30:00,2022-07-28 12:29:00,2022-07-28 12:30:00,47,202208,202211,202302,202305,202308,202311,202402
2022-07-29,O,2022-07-29 04:45:00,2022-07-29 12:30:00,2022-07-29 12:29:00,2022-07-29 12:30:00,46,202208,202211,202302,202305,202308,202311,202402
2022-08-01,O,2022-08-01 04:45:00,2022-08-01 12:30:00,2022-08-01 12:29:00,2022-08-01 12:30:00,45,,202211,202302,202305,202308,202311,202402
2022-08-02,O,2022-08-02 04:45:00,2022-08-02 12:30:00,2022-08-02 12:29:00,2022-08-02 12:30:00,44,,202211,202302,202305,202308,202311,202402
2022-08-03,O,2022-08-03 04:45:00,2022-08-03 12:30:00,2022-08-03 12:29:00,2022-08-03 12:30:00,43,,202211,202302,202305,202308,202311,202402
2022-08-04,O,2022-08-04 04:45:00,2022-08-04 12:30:00,2022-08-04 12:29:00,2022-08-04 12:30:00,42,,202211,202302,202305,202308,202311,202402
2022-08-05,O,2022-08-05 04:45:00,2022-08-05 12:30:00,2022-08-05 12:29:00,2022-08-05 12:30:00,41,,202211,202302,202305,202308,202311,202402
2022-08-08,O,2022-08-08 04:45:00,2022-08-08 12:30:00,2022-08-08 12:29:00,2022-08-08 12:30:00,40,,202211,202302,202305,202308,202311,202402
2022-08-09,O,2022-08-09 04:45:00,2022-08-09 12:30:00,2022-08-09 12:29:00,2022-08-09 12:30:00,39,,202211,202302,202305,202308,202311,202402
2022-08-10,O,2022-08-10 04:45:00,2022-08-10 12:30:00,2022-08-10 12:29:00,2022-08-10 12:30:00,38,,202211,202302,202305,202308,202311,202402
2022-08-11,O,2022-08-11 04:45:00,2022-08-11 12:30:00,2022-08-11 12:29:00,2022-08-11 12:30:00,37,,202211,202302,202305,202308,202311,202402
2022-08-12,O,2022-08-12 04:45:00,2022-08-12 12:30:00,2022-08-12 12:29:00,2022-08-12 12:30:00,36,,202211,202302,202305,202308,202311,202402
2022-08-15,O,2022-08-15 04:45:00,2022-08-15 12:30:00,2022-08-15 12:29:00,2022-08-15 12:30:00,35,,202211,202302,202305,202308,202311,202402
2022-08-16,O,2022-08-16 04:45:00,2022-08-16 12:30:00,2022-08-16 12:29:00,2022-08-16 12:30:00,34,,202211,202302,202305,202308,202311,202402
2022-08-17,O,2022-08-17 04:45:00,2022-08-17 12:30:00,2022-08-17 12:29:00,2022-08-17 12:30:00,33,,202211,202302,202305,202308,202311,202402
2022-08-18,O,2022-08-18 04:45:00,2022-08-18 12:30:00,2022-08-18 12:29:00,2022-08-18 12:30:00,32,,202211,202302,202305,202308,202311,202402
2022-08-19,O,2022-08-19 04:45:00,2022-08-19 12:30:00,2022-08-19 12:29:00,2022-08-19 12:30:00,31,,202211,202302,202305,202308,202311,202402
2022-08-22,O,2022-08-22 04:45:00,2022-08-22 12:30:00,2022-08-22 12:29:00,2022-08-22 12:30:00,30,,202211,202302,202305,202308,202311,202402
2022-08-23,O,2022-08-23 04:45:00,2022-08-23 12:30:00,2022-08-23 12:29:00,2022-08-23 12:30:00,29,,202211,202302,202305,202308,202311,202402
2022-08-24,O,2022-08-24 04:45:00,2022-08-24 12:30:00,2022-08-24 12:29:00,2022-08-24 12:30:00,28,,202211,202302,202305,202308,202311,202402
