date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Sugar_N0,Sugar_N1,Sugar_N2,Sugar_N3,Sugar_N4,Sugar_N5,Sugar_N6
1998-06-22,O,1998-06-22 03:30:00,1998-06-22 13:00:00,1998-06-22 12:53:00,1998-06-22 12:55:00,55,199807,199810,199903,199905,199907,199910,200003
1998-06-23,O,1998-06-23 03:30:00,1998-06-23 13:00:00,1998-06-23 12:53:00,1998-06-23 12:55:00,54,199807,199810,199903,199905,199907,199910,200003
1998-06-24,O,1998-06-24 03:30:00,1998-06-24 13:00:00,1998-06-24 12:53:00,1998-06-24 12:55:00,53,199807,199810,199903,199905,199907,199910,200003
1998-06-25,O,1998-06-25 03:30:00,1998-06-25 13:00:00,1998-06-25 12:53:00,1998-06-25 12:55:00,52,199807,199810,199903,199905,199907,199910,200003
1998-06-26,O,1998-06-26 03:30:00,1998-06-26 13:00:00,1998-06-26 12:53:00,1998-06-26 12:55:00,51,199807,199810,199903,199905,199907,199910,200003
1998-06-29,O,1998-06-29 03:30:00,1998-06-29 13:00:00,1998-06-29 12:53:00,1998-06-29 12:55:00,50,199807,199810,199903,199905,199907,199910,200003
1998-06-30,O,1998-06-30 03:30:00,1998-06-30 13:00:00,1998-06-30 12:53:00,1998-06-30 12:55:00,49,199807,199810,199903,199905,199907,199910,200003
1998-07-01,O,1998-07-01 03:30:00,1998-07-01 13:00:00,1998-07-01 12:53:00,1998-07-01 12:55:00,48,,199810,199903,199905,199907,199910,200003
1998-07-02,O,1998-07-02 03:30:00,1998-07-02 13:00:00,1998-07-02 12:53:00,1998-07-02 12:55:00,47,,199810,199903,199905,199907,199910,200003
1998-07-03,X,,,,,,,,,,,,
1998-07-06,O,1998-07-06 03:30:00,1998-07-06 13:00:00,1998-07-06 12:53:00,1998-07-06 12:55:00,46,,199810,199903,199905,199907,199910,200003
1998-07-07,O,1998-07-07 03:30:00,1998-07-07 13:00:00,1998-07-07 12:53:00,1998-07-07 12:55:00,45,,199810,199903,199905,199907,199910,200003
1998-07-08,O,1998-07-08 03:30:00,1998-07-08 13:00:00,1998-07-08 12:53:00,1998-07-08 12:55:00,44,,199810,199903,199905,199907,199910,200003
1998-07-09,O,1998-07-09 03:30:00,1998-07-09 13:00:00,1998-07-09 12:53:00,1998-07-09 12:55:00,43,,199810,199903,199905,199907,199910,200003
1998-07-10,O,1998-07-10 03:30:00,1998-07-10 13:00:00,1998-07-10 12:53:00,1998-07-10 12:55:00,42,,199810,199903,199905,199907,199910,200003
1998-07-13,O,1998-07-13 03:30:00,1998-07-13 13:00:00,1998-07-13 12:53:00,1998-07-13 12:55:00,41,,199810,199903,199905,199907,199910,200003
1998-07-14,O,1998-07-14 03:30:00,1998-07-14 13:00:00,1998-07-14 12:53:00,1998-07-14 12:55:00,40,,199810,199903,199905,199907,199910,200003
1998-07-15,O,1998-07-15 03:30:00,1998-07-15 13:00:00,1998-07-15 12:53:00,1998-07-15 12:55:00,39,,199810,199903,199905,199907,199910,200003
1998-07-16,O,1998-07-16 03:30:00,1998-07-16 13:00:00,1998-07-16 12:53:00,1998-07-16 12:55:00,38,,199810,199903,199905,199907,199910,200003
1998-07-17,O,1998-07-17 03:30:00,1998-07-17 13:00:00,1998-07-17 12:53:00,1998-07-17 12:55:00,37,,199810,199903,199905,199907,199910,200003
1998-07-20,O,1998-07-20 03:30:00,1998-07-20 13:00:00,1998-07-20 12:53:00,1998-07-20 12:55:00,36,,199810,199903,199905,199907,199910,200003
1998-07-21,O,1998-07-21 03:30:00,1998-07-21 13:00:00,1998-07-21 12:53:00,1998-07-21 12:55:00,35,,199810,199903,199905,199907,199910,200003
1998-07-22,O,1998-07-22 03:30:00,1998-07-22 13:00:00,1998-07-22 12:53:00,1998-07-22 12:55:00,34,,199810,199903,199905,199907,199910,200003
1998-07-23,O,1998-07-23 03:30:00,1998-07-23 13:00:00,1998-07-23 12:53:00,1998-07-23 12:55:00,33,,199810,199903,199905,199907,199910,200003
1998-07-24,O,1998-07-24 03:30:00,1998-07-24 13:00:00,1998-07-24 12:53:00,1998-07-24 12:55:00,32,,199810,199903,199905,199907,199910,200003
1998-07-27,O,1998-07-27 03:30:00,1998-07-27 13:00:00,1998-07-27 12:53:00,1998-07-27 12:55:00,31,,199810,199903,199905,199907,199910,200003
1998-07-28,O,1998-07-28 03:30:00,1998-07-28 13:00:00,1998-07-28 12:53:00,1998-07-28 12:55:00,30,,199810,199903,199905,199907,199910,200003
1998-07-29,O,1998-07-29 03:30:00,1998-07-29 13:00:00,1998-07-29 12:53:00,1998-07-29 12:55:00,29,,199810,199903,199905,199907,199910,200003
1998-07-30,O,1998-07-30 03:30:00,1998-07-30 13:00:00,1998-07-30 12:53:00,1998-07-30 12:55:00,28,,199810,199903,199905,199907,199910,200003
1998-07-31,O,1998-07-31 03:30:00,1998-07-31 13:00:00,1998-07-31 12:53:00,1998-07-31 12:55:00,27,,199810,199903,199905,199907,199910,200003
1998-08-03,O,1998-08-03 03:30:00,1998-08-03 13:00:00,1998-08-03 12:53:00,1998-08-03 12:55:00,26,,199810,199903,199905,199907,199910,200003
1998-08-04,O,1998-08-04 03:30:00,1998-08-04 13:00:00,1998-08-04 12:53:00,1998-08-04 12:55:00,25,,199810,199903,199905,199907,199910,200003
1998-08-05,O,1998-08-05 03:30:00,1998-08-05 13:00:00,1998-08-05 12:53:00,1998-08-05 12:55:00,24,,199810,199903,199905,199907,199910,200003
1998-08-06,O,1998-08-06 03:30:00,1998-08-06 13:00:00,1998-08-06 12:53:00,1998-08-06 12:55:00,23,,199810,199903,199905,199907,199910,200003
1998-08-07,O,1998-08-07 03:30:00,1998-08-07 13:00:00,1998-08-07 12:53:00,1998-08-07 12:55:00,22,,199810,199903,199905,199907,199910,200003
1998-08-10,O,1998-08-10 03:30:00,1998-08-10 13:00:00,1998-08-10 12:53:00,1998-08-10 12:55:00,21,,199810,199903,199905,199907,199910,200003
1998-08-11,O,1998-08-11 03:30:00,1998-08-11 13:00:00,1998-08-11 12:53:00,1998-08-11 12:55:00,20,,199810,199903,199905,199907,199910,200003
1998-08-12,O,1998-08-12 03:30:00,1998-08-12 13:00:00,1998-08-12 12:53:00,1998-08-12 12:55:00,19,,199810,199903,199905,199907,199910,200003
1998-08-13,O,1998-08-13 03:30:00,1998-08-13 13:00:00,1998-08-13 12:53:00,1998-08-13 12:55:00,18,,199810,199903,199905,199907,199910,200003
1998-08-14,O,1998-08-14 03:30:00,1998-08-14 13:00:00,1998-08-14 12:53:00,1998-08-14 12:55:00,17,,199810,199903,199905,199907,199910,200003
1998-08-17,O,1998-08-17 03:30:00,1998-08-17 13:00:00,1998-08-17 12:53:00,1998-08-17 12:55:00,16,,199810,199903,199905,199907,199910,200003
1998-08-18,O,1998-08-18 03:30:00,1998-08-18 13:00:00,1998-08-18 12:53:00,1998-08-18 12:55:00,15,,199810,199903,199905,199907,199910,200003
1998-08-19,O,1998-08-19 03:30:00,1998-08-19 13:00:00,1998-08-19 12:53:00,1998-08-19 12:55:00,14,,199810,199903,199905,199907,199910,200003
1998-08-20,O,1998-08-20 03:30:00,1998-08-20 13:00:00,1998-08-20 12:53:00,1998-08-20 12:55:00,13,,199810,199903,199905,199907,199910,200003
1998-08-21,O,1998-08-21 03:30:00,1998-08-21 13:00:00,1998-08-21 12:53:00,1998-08-21 12:55:00,12,,199810,199903,199905,199907,199910,200003
1998-08-24,O,1998-08-24 03:30:00,1998-08-24 13:00:00,1998-08-24 12:53:00,1998-08-24 12:55:00,11,,199810,199903,199905,199907,199910,200003
1998-08-25,O,1998-08-25 03:30:00,1998-08-25 13:00:00,1998-08-25 12:53:00,1998-08-25 12:55:00,10,,199810,199903,199905,199907,199910,200003
1998-08-26,O,1998-08-26 03:30:00,1998-08-26 13:00:00,1998-08-26 12:53:00,1998-08-26 12:55:00,9,,199810,199903,199905,199907,199910,200003
1998-08-27,O,1998-08-27 03:30:00,1998-08-27 13:00:00,1998-08-27 12:53:00,1998-08-27 12:55:00,8,,199810,199903,199905,199907,199910,200003
1998-08-28,O,1998-08-28 03:30:00,1998-08-28 13:00:00,1998-08-28 12:53:00,1998-08-28 12:55:00,7,,199810,199903,199905,199907,199910,200003
1998-08-31,O,1998-08-31 03:30:00,1998-08-31 13:00:00,1998-08-31 12:53:00,1998-08-31 12:55:00,6,,199810,199903,199905,199907,199910,200003
1998-09-01,O,1998-09-01 03:30:00,1998-09-01 13:00:00,1998-09-01 12:53:00,1998-09-01 12:55:00,5,,199810,199903,199905,199907,199910,200003
1998-09-02,O,1998-09-02 03:30:00,1998-09-02 13:00:00,1998-09-02 12:53:00,1998-09-02 12:55:00,4,,199810,199903,199905,199907,199910,200003
1998-09-03,O,1998-09-03 03:30:00,1998-09-03 13:00:00,1998-09-03 12:53:00,1998-09-03 12:55:00,3,,199810,199903,199905,199907,199910,200003
1998-09-04,O,1998-09-04 03:30:00,1998-09-04 13:00:00,1998-09-04 12:53:00,1998-09-04 12:55:00,2,,199810,199903,199905,199907,199910,200003
1998-09-07,X,,,,,,,,,,,,
1998-09-08,O,1998-09-08 03:30:00,1998-09-08 13:00:00,1998-09-08 12:53:00,1998-09-08 12:55:00,1,,199810,199903,199905,199907,199910,200003
1998-09-09,O,1998-09-09 03:30:00,1998-09-09 13:00:00,1998-09-09 12:53:00,1998-09-09 12:55:00,0,,199810,199903,199905,199907,199910,200003
1998-09-10,O,1998-09-10 03:30:00,1998-09-10 13:00:00,1998-09-10 12:53:00,1998-09-10 12:55:00,100,199810,199903,199905,199907,199910,200003,200005
1998-09-11,O,1998-09-11 03:30:00,1998-09-11 13:00:00,1998-09-11 12:53:00,1998-09-11 12:55:00,99,199810,199903,199905,199907,199910,200003,200005
1998-09-14,O,1998-09-14 03:30:00,1998-09-14 13:00:00,1998-09-14 12:53:00,1998-09-14 12:55:00,98,199810,199903,199905,199907,199910,200003,200005
1998-09-15,O,1998-09-15 03:30:00,1998-09-15 13:00:00,1998-09-15 12:53:00,1998-09-15 12:55:00,97,199810,199903,199905,199907,199910,200003,200005
1998-09-16,O,1998-09-16 03:30:00,1998-09-16 13:00:00,1998-09-16 12:53:00,1998-09-16 12:55:00,96,199810,199903,199905,199907,199910,200003,200005
1998-09-17,O,1998-09-17 03:30:00,1998-09-17 13:00:00,1998-09-17 12:53:00,1998-09-17 12:55:00,95,199810,199903,199905,199907,199910,200003,200005
1998-09-18,O,1998-09-18 03:30:00,1998-09-18 13:00:00,1998-09-18 12:53:00,1998-09-18 12:55:00,94,199810,199903,199905,199907,199910,200003,200005
1998-09-21,O,1998-09-21 03:30:00,1998-09-21 13:00:00,1998-09-21 12:53:00,1998-09-21 12:55:00,93,199810,199903,199905,199907,199910,200003,200005
1998-09-22,O,1998-09-22 03:30:00,1998-09-22 13:00:00,1998-09-22 12:53:00,1998-09-22 12:55:00,92,199810,199903,199905,199907,199910,200003,200005
1998-09-23,O,1998-09-23 03:30:00,1998-09-23 13:00:00,1998-09-23 12:53:00,1998-09-23 12:55:00,91,199810,199903,199905,199907,199910,200003,200005
1998-09-24,O,1998-09-24 03:30:00,1998-09-24 13:00:00,1998-09-24 12:53:00,1998-09-24 12:55:00,90,199810,199903,199905,199907,199910,200003,200005
1998-09-25,O,1998-09-25 03:30:00,1998-09-25 13:00:00,1998-09-25 12:53:00,1998-09-25 12:55:00,89,199810,199903,199905,199907,199910,200003,200005
1998-09-28,O,1998-09-28 03:30:00,1998-09-28 13:00:00,1998-09-28 12:53:00,1998-09-28 12:55:00,88,199810,199903,199905,199907,199910,200003,200005
1998-09-29,O,1998-09-29 03:30:00,1998-09-29 13:00:00,1998-09-29 12:53:00,1998-09-29 12:55:00,87,199810,199903,199905,199907,199910,200003,200005
1998-09-30,O,1998-09-30 03:30:00,1998-09-30 13:00:00,1998-09-30 12:53:00,1998-09-30 12:55:00,86,199810,199903,199905,199907,199910,200003,200005
1998-10-01,O,1998-10-01 03:30:00,1998-10-01 13:00:00,1998-10-01 12:53:00,1998-10-01 12:55:00,85,,199903,199905,199907,199910,200003,200005
1998-10-02,O,1998-10-02 03:30:00,1998-10-02 13:00:00,1998-10-02 12:53:00,1998-10-02 12:55:00,84,,199903,199905,199907,199910,200003,200005
1998-10-05,O,1998-10-05 03:30:00,1998-10-05 13:00:00,1998-10-05 12:53:00,1998-10-05 12:55:00,83,,199903,199905,199907,199910,200003,200005
1998-10-06,O,1998-10-06 03:30:00,1998-10-06 13:00:00,1998-10-06 12:53:00,1998-10-06 12:55:00,82,,199903,199905,199907,199910,200003,200005
1998-10-07,O,1998-10-07 03:30:00,1998-10-07 13:00:00,1998-10-07 12:53:00,1998-10-07 12:55:00,81,,199903,199905,199907,199910,200003,200005
1998-10-08,O,1998-10-08 03:30:00,1998-10-08 13:00:00,1998-10-08 12:53:00,1998-10-08 12:55:00,80,,199903,199905,199907,199910,200003,200005
1998-10-09,O,1998-10-09 03:30:00,1998-10-09 13:00:00,1998-10-09 12:53:00,1998-10-09 12:55:00,79,,199903,199905,199907,199910,200003,200005
1998-10-12,O,1998-10-12 03:30:00,1998-10-12 13:00:00,1998-10-12 12:53:00,1998-10-12 12:55:00,78,,199903,199905,199907,199910,200003,200005
1998-10-13,O,1998-10-13 03:30:00,1998-10-13 13:00:00,1998-10-13 12:53:00,1998-10-13 12:55:00,77,,199903,199905,199907,199910,200003,200005
1998-10-14,O,1998-10-14 03:30:00,1998-10-14 13:00:00,1998-10-14 12:53:00,1998-10-14 12:55:00,76,,199903,199905,199907,199910,200003,200005
1998-10-15,O,1998-10-15 03:30:00,1998-10-15 13:00:00,1998-10-15 12:53:00,1998-10-15 12:55:00,75,,199903,199905,199907,199910,200003,200005
1998-10-16,O,1998-10-16 03:30:00,1998-10-16 13:00:00,1998-10-16 12:53:00,1998-10-16 12:55:00,74,,199903,199905,199907,199910,200003,200005
1998-10-19,O,1998-10-19 03:30:00,1998-10-19 13:00:00,1998-10-19 12:53:00,1998-10-19 12:55:00,73,,199903,199905,199907,199910,200003,200005
1998-10-20,O,1998-10-20 03:30:00,1998-10-20 13:00:00,1998-10-20 12:53:00,1998-10-20 12:55:00,72,,199903,199905,199907,199910,200003,200005
1998-10-21,O,1998-10-21 03:30:00,1998-10-21 13:00:00,1998-10-21 12:53:00,1998-10-21 12:55:00,71,,199903,199905,199907,199910,200003,200005
1998-10-22,O,1998-10-22 03:30:00,1998-10-22 13:00:00,1998-10-22 12:53:00,1998-10-22 12:55:00,70,,199903,199905,199907,199910,200003,200005
1998-10-23,O,1998-10-23 03:30:00,1998-10-23 13:00:00,1998-10-23 12:53:00,1998-10-23 12:55:00,69,,199903,199905,199907,199910,200003,200005
1998-10-26,O,1998-10-26 03:30:00,1998-10-26 13:00:00,1998-10-26 12:53:00,1998-10-26 12:55:00,68,,199903,199905,199907,199910,200003,200005
1998-10-27,O,1998-10-27 03:30:00,1998-10-27 13:00:00,1998-10-27 12:53:00,1998-10-27 12:55:00,67,,199903,199905,199907,199910,200003,200005
1998-10-28,O,1998-10-28 03:30:00,1998-10-28 13:00:00,1998-10-28 12:53:00,1998-10-28 12:55:00,66,,199903,199905,199907,199910,200003,200005
1998-10-29,O,1998-10-29 03:30:00,1998-10-29 13:00:00,1998-10-29 12:53:00,1998-10-29 12:55:00,65,,199903,199905,199907,199910,200003,200005
1998-10-30,O,1998-10-30 03:30:00,1998-10-30 13:00:00,1998-10-30 12:53:00,1998-10-30 12:55:00,64,,199903,199905,199907,199910,200003,200005
1998-11-02,O,1998-11-02 03:30:00,1998-11-02 13:00:00,1998-11-02 12:53:00,1998-11-02 12:55:00,63,,199903,199905,199907,199910,200003,200005
1998-11-03,O,1998-11-03 03:30:00,1998-11-03 13:00:00,1998-11-03 12:53:00,1998-11-03 12:55:00,62,,199903,199905,199907,199910,200003,200005
1998-11-04,O,1998-11-04 03:30:00,1998-11-04 13:00:00,1998-11-04 12:53:00,1998-11-04 12:55:00,61,,199903,199905,199907,199910,200003,200005
1998-11-05,O,1998-11-05 03:30:00,1998-11-05 13:00:00,1998-11-05 12:53:00,1998-11-05 12:55:00,60,,199903,199905,199907,199910,200003,200005
1998-11-06,O,1998-11-06 03:30:00,1998-11-06 13:00:00,1998-11-06 12:53:00,1998-11-06 12:55:00,59,,199903,199905,199907,199910,200003,200005
1998-11-09,O,1998-11-09 03:30:00,1998-11-09 13:00:00,1998-11-09 12:53:00,1998-11-09 12:55:00,58,,199903,199905,199907,199910,200003,200005
1998-11-10,O,1998-11-10 03:30:00,1998-11-10 13:00:00,1998-11-10 12:53:00,1998-11-10 12:55:00,57,,199903,199905,199907,199910,200003,200005
1998-11-11,O,1998-11-11 03:30:00,1998-11-11 13:00:00,1998-11-11 12:53:00,1998-11-11 12:55:00,56,,199903,199905,199907,199910,200003,200005
1998-11-12,O,1998-11-12 03:30:00,1998-11-12 13:00:00,1998-11-12 12:53:00,1998-11-12 12:55:00,55,,199903,199905,199907,199910,200003,200005
1998-11-13,O,1998-11-13 03:30:00,1998-11-13 13:00:00,1998-11-13 12:53:00,1998-11-13 12:55:00,54,,199903,199905,199907,199910,200003,200005
1998-11-16,O,1998-11-16 03:30:00,1998-11-16 13:00:00,1998-11-16 12:53:00,1998-11-16 12:55:00,53,,199903,199905,199907,199910,200003,200005
1998-11-17,O,1998-11-17 03:30:00,1998-11-17 13:00:00,1998-11-17 12:53:00,1998-11-17 12:55:00,52,,199903,199905,199907,199910,200003,200005
1998-11-18,O,1998-11-18 03:30:00,1998-11-18 13:00:00,1998-11-18 12:53:00,1998-11-18 12:55:00,51,,199903,199905,199907,199910,200003,200005
1998-11-19,O,1998-11-19 03:30:00,1998-11-19 13:00:00,1998-11-19 12:53:00,1998-11-19 12:55:00,50,,199903,199905,199907,199910,200003,200005
1998-11-20,O,1998-11-20 03:30:00,1998-11-20 13:00:00,1998-11-20 12:53:00,1998-11-20 12:55:00,49,,199903,199905,199907,199910,200003,200005
1998-11-23,O,1998-11-23 03:30:00,1998-11-23 13:00:00,1998-11-23 12:53:00,1998-11-23 12:55:00,48,,199903,199905,199907,199910,200003,200005
1998-11-24,O,1998-11-24 03:30:00,1998-11-24 13:00:00,1998-11-24 12:53:00,1998-11-24 12:55:00,47,,199903,199905,199907,199910,200003,200005
1998-11-25,O,1998-11-25 03:30:00,1998-11-25 13:00:00,1998-11-25 12:53:00,1998-11-25 12:55:00,46,,199903,199905,199907,199910,200003,200005
1998-11-26,X,,,,,,,,,,,,
1998-11-27,X,,,,,,,,,,,,
1998-11-30,O,1998-11-30 03:30:00,1998-11-30 13:00:00,1998-11-30 12:53:00,1998-11-30 12:55:00,45,,199903,199905,199907,199910,200003,200005
1998-12-01,O,1998-12-01 03:30:00,1998-12-01 13:00:00,1998-12-01 12:53:00,1998-12-01 12:55:00,44,,199903,199905,199907,199910,200003,200005
1998-12-02,O,1998-12-02 03:30:00,1998-12-02 13:00:00,1998-12-02 12:53:00,1998-12-02 12:55:00,43,,199903,199905,199907,199910,200003,200005
1998-12-03,O,1998-12-03 03:30:00,1998-12-03 13:00:00,1998-12-03 12:53:00,1998-12-03 12:55:00,42,,199903,199905,199907,199910,200003,200005
1998-12-04,O,1998-12-04 03:30:00,1998-12-04 13:00:00,1998-12-04 12:53:00,1998-12-04 12:55:00,41,,199903,199905,199907,199910,200003,200005
1998-12-07,O,1998-12-07 03:30:00,1998-12-07 13:00:00,1998-12-07 12:53:00,1998-12-07 12:55:00,40,,199903,199905,199907,199910,200003,200005
1998-12-08,O,1998-12-08 03:30:00,1998-12-08 13:00:00,1998-12-08 12:53:00,1998-12-08 12:55:00,39,,199903,199905,199907,199910,200003,200005
1998-12-09,O,1998-12-09 03:30:00,1998-12-09 13:00:00,1998-12-09 12:53:00,1998-12-09 12:55:00,38,,199903,199905,199907,199910,200003,200005
1998-12-10,O,1998-12-10 03:30:00,1998-12-10 13:00:00,1998-12-10 12:53:00,1998-12-10 12:55:00,37,,199903,199905,199907,199910,200003,200005
1998-12-11,O,1998-12-11 03:30:00,1998-12-11 13:00:00,1998-12-11 12:53:00,1998-12-11 12:55:00,36,,199903,199905,199907,199910,200003,200005
1998-12-14,O,1998-12-14 03:30:00,1998-12-14 13:00:00,1998-12-14 12:53:00,1998-12-14 12:55:00,35,,199903,199905,199907,199910,200003,200005
1998-12-15,O,1998-12-15 03:30:00,1998-12-15 13:00:00,1998-12-15 12:53:00,1998-12-15 12:55:00,34,,199903,199905,199907,199910,200003,200005
1998-12-16,O,1998-12-16 03:30:00,1998-12-16 13:00:00,1998-12-16 12:53:00,1998-12-16 12:55:00,33,,199903,199905,199907,199910,200003,200005
1998-12-17,O,1998-12-17 03:30:00,1998-12-17 13:00:00,1998-12-17 12:53:00,1998-12-17 12:55:00,32,,199903,199905,199907,199910,200003,200005
1998-12-18,O,1998-12-18 03:30:00,1998-12-18 13:00:00,1998-12-18 12:53:00,1998-12-18 12:55:00,31,,199903,199905,199907,199910,200003,200005
1998-12-21,O,1998-12-21 03:30:00,1998-12-21 13:00:00,1998-12-21 12:53:00,1998-12-21 12:55:00,30,,199903,199905,199907,199910,200003,200005
1998-12-22,O,1998-12-22 03:30:00,1998-12-22 13:00:00,1998-12-22 12:53:00,1998-12-22 12:55:00,29,,199903,199905,199907,199910,200003,200005
1998-12-23,O,1998-12-23 03:30:00,1998-12-23 13:00:00,1998-12-23 12:53:00,1998-12-23 12:55:00,28,,199903,199905,199907,199910,200003,200005
1998-12-24,O,1998-12-24 03:30:00,1998-12-24 13:00:00,1998-12-24 12:53:00,1998-12-24 12:55:00,27,,199903,199905,199907,199910,200003,200005
1998-12-25,X,,,,,,,,,,,,
1998-12-28,O,1998-12-28 03:30:00,1998-12-28 13:00:00,1998-12-28 12:53:00,1998-12-28 12:55:00,26,,199903,199905,199907,199910,200003,200005
1998-12-29,O,1998-12-29 03:30:00,1998-12-29 13:00:00,1998-12-29 12:53:00,1998-12-29 12:55:00,25,,199903,199905,199907,199910,200003,200005
1998-12-30,O,1998-12-30 03:30:00,1998-12-30 13:00:00,1998-12-30 12:53:00,1998-12-30 12:55:00,24,,199903,199905,199907,199910,200003,200005
1998-12-31,O,1998-12-31 03:30:00,1998-12-31 13:00:00,1998-12-31 12:53:00,1998-12-31 12:55:00,23,,199903,199905,199907,199910,200003,200005
1999-01-01,X,,,,,,,,,,,,
1999-01-04,O,1999-01-04 03:30:00,1999-01-04 13:00:00,1999-01-04 12:53:00,1999-01-04 12:55:00,22,,199903,199905,199907,199910,200003,200005
1999-01-05,O,1999-01-05 03:30:00,1999-01-05 13:00:00,1999-01-05 12:53:00,1999-01-05 12:55:00,21,,199903,199905,199907,199910,200003,200005
1999-01-06,O,1999-01-06 03:30:00,1999-01-06 13:00:00,1999-01-06 12:53:00,1999-01-06 12:55:00,20,,199903,199905,199907,199910,200003,200005
1999-01-07,O,1999-01-07 03:30:00,1999-01-07 13:00:00,1999-01-07 12:53:00,1999-01-07 12:55:00,19,,199903,199905,199907,199910,200003,200005
1999-01-08,O,1999-01-08 03:30:00,1999-01-08 13:00:00,1999-01-08 12:53:00,1999-01-08 12:55:00,18,,199903,199905,199907,199910,200003,200005
1999-01-11,O,1999-01-11 03:30:00,1999-01-11 13:00:00,1999-01-11 12:53:00,1999-01-11 12:55:00,17,,199903,199905,199907,199910,200003,200005
1999-01-12,O,1999-01-12 03:30:00,1999-01-12 13:00:00,1999-01-12 12:53:00,1999-01-12 12:55:00,16,,199903,199905,199907,199910,200003,200005
1999-01-13,O,1999-01-13 03:30:00,1999-01-13 13:00:00,1999-01-13 12:53:00,1999-01-13 12:55:00,15,,199903,199905,199907,199910,200003,200005
1999-01-14,O,1999-01-14 03:30:00,1999-01-14 13:00:00,1999-01-14 12:53:00,1999-01-14 12:55:00,14,,199903,199905,199907,199910,200003,200005
1999-01-15,O,1999-01-15 03:30:00,1999-01-15 13:00:00,1999-01-15 12:53:00,1999-01-15 12:55:00,13,,199903,199905,199907,199910,200003,200005
1999-01-18,X,,,,,,,,,,,,
1999-01-19,O,1999-01-19 03:30:00,1999-01-19 13:00:00,1999-01-19 12:53:00,1999-01-19 12:55:00,12,,199903,199905,199907,199910,200003,200005
1999-01-20,O,1999-01-20 03:30:00,1999-01-20 13:00:00,1999-01-20 12:53:00,1999-01-20 12:55:00,11,,199903,199905,199907,199910,200003,200005
1999-01-21,O,1999-01-21 03:30:00,1999-01-21 13:00:00,1999-01-21 12:53:00,1999-01-21 12:55:00,10,,199903,199905,199907,199910,200003,200005
1999-01-22,O,1999-01-22 03:30:00,1999-01-22 13:00:00,1999-01-22 12:53:00,1999-01-22 12:55:00,9,,199903,199905,199907,199910,200003,200005
1999-01-25,O,1999-01-25 03:30:00,1999-01-25 13:00:00,1999-01-25 12:53:00,1999-01-25 12:55:00,8,,199903,199905,199907,199910,200003,200005
1999-01-26,O,1999-01-26 03:30:00,1999-01-26 13:00:00,1999-01-26 12:53:00,1999-01-26 12:55:00,7,,199903,199905,199907,199910,200003,200005
1999-01-27,O,1999-01-27 03:30:00,1999-01-27 13:00:00,1999-01-27 12:53:00,1999-01-27 12:55:00,6,,199903,199905,199907,199910,200003,200005
1999-01-28,O,1999-01-28 03:30:00,1999-01-28 13:00:00,1999-01-28 12:53:00,1999-01-28 12:55:00,5,,199903,199905,199907,199910,200003,200005
1999-01-29,O,1999-01-29 03:30:00,1999-01-29 13:00:00,1999-01-29 12:53:00,1999-01-29 12:55:00,4,,199903,199905,199907,199910,200003,200005
1999-02-01,O,1999-02-01 03:30:00,1999-02-01 13:00:00,1999-02-01 12:53:00,1999-02-01 12:55:00,3,,199903,199905,199907,199910,200003,200005
1999-02-02,O,1999-02-02 03:30:00,1999-02-02 13:00:00,1999-02-02 12:53:00,1999-02-02 12:55:00,2,,199903,199905,199907,199910,200003,200005
1999-02-03,O,1999-02-03 03:30:00,1999-02-03 13:00:00,1999-02-03 12:53:00,1999-02-03 12:55:00,1,,199903,199905,199907,199910,200003,200005
1999-02-04,O,1999-02-04 03:30:00,1999-02-04 13:00:00,1999-02-04 12:53:00,1999-02-04 12:55:00,0,,199903,199905,199907,199910,200003,200005
1999-02-05,O,1999-02-05 03:30:00,1999-02-05 13:00:00,1999-02-05 12:53:00,1999-02-05 12:55:00,43,199903,199905,199907,199910,200003,200005,200007
1999-02-08,O,1999-02-08 03:30:00,1999-02-08 13:00:00,1999-02-08 12:53:00,1999-02-08 12:55:00,42,199903,199905,199907,199910,200003,200005,200007
1999-02-09,O,1999-02-09 03:30:00,1999-02-09 13:00:00,1999-02-09 12:53:00,1999-02-09 12:55:00,41,199903,199905,199907,199910,200003,200005,200007
1999-02-10,O,1999-02-10 03:30:00,1999-02-10 13:00:00,1999-02-10 12:53:00,1999-02-10 12:55:00,40,199903,199905,199907,199910,200003,200005,200007
1999-02-11,O,1999-02-11 03:30:00,1999-02-11 13:00:00,1999-02-11 12:53:00,1999-02-11 12:55:00,39,199903,199905,199907,199910,200003,200005,200007
1999-02-12,O,1999-02-12 03:30:00,1999-02-12 13:00:00,1999-02-12 12:53:00,1999-02-12 12:55:00,38,199903,199905,199907,199910,200003,200005,200007
1999-02-15,X,,,,,,,,,,,,
1999-02-16,O,1999-02-16 03:30:00,1999-02-16 13:00:00,1999-02-16 12:53:00,1999-02-16 12:55:00,37,199903,199905,199907,199910,200003,200005,200007
1999-02-17,O,1999-02-17 03:30:00,1999-02-17 13:00:00,1999-02-17 12:53:00,1999-02-17 12:55:00,36,199903,199905,199907,199910,200003,200005,200007
1999-02-18,O,1999-02-18 03:30:00,1999-02-18 13:00:00,1999-02-18 12:53:00,1999-02-18 12:55:00,35,199903,199905,199907,199910,200003,200005,200007
