date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,MillingWheat_N0,MillingWheat_N1,MillingWheat_N2,MillingWheat_N3,MillingWheat_N4,MillingWheat_N5,MillingWheat_N6
2016-02-01,O,2016-02-01 04:45:00,2016-02-01 12:30:00,2016-02-01 12:29:00,2016-02-01 12:30:00,8,,201603,201605,201612,201703,201705,201712
2016-02-02,O,2016-02-02 04:45:00,2016-02-02 12:30:00,2016-02-02 12:29:00,2016-02-02 12:30:00,7,,201603,201605,201612,201703,201705,201712
2016-02-03,O,2016-02-03 04:45:00,2016-02-03 12:30:00,2016-02-03 12:29:00,2016-02-03 12:30:00,6,,201603,201605,201612,201703,201705,201712
2016-02-04,O,2016-02-04 04:45:00,2016-02-04 12:30:00,2016-02-04 12:29:00,2016-02-04 12:30:00,5,,201603,201605,201612,201703,201705,201712
2016-02-05,O,2016-02-05 04:45:00,2016-02-05 12:30:00,2016-02-05 12:29:00,2016-02-05 12:30:00,4,,201603,201605,201612,201703,201705,201712
2016-02-08,O,2016-02-08 04:45:00,2016-02-08 12:30:00,2016-02-08 12:29:00,2016-02-08 12:30:00,3,,201603,201605,201612,201703,201705,201712
2016-02-09,O,2016-02-09 04:45:00,2016-02-09 12:30:00,2016-02-09 12:29:00,2016-02-09 12:30:00,2,,201603,201605,201612,201703,201705,201712
2016-02-10,O,2016-02-10 04:45:00,2016-02-10 12:30:00,2016-02-10 12:29:00,2016-02-10 12:30:00,1,,201603,201605,201612,201703,201705,201712
2016-02-11,O,2016-02-11 04:45:00,2016-02-11 12:30:00,2016-02-11 12:29:00,2016-02-11 12:30:00,0,,201603,201605,201612,201703,201705,201712
2016-02-12,O,2016-02-12 04:45:00,2016-02-12 12:30:00,2016-02-12 12:29:00,2016-02-12 12:30:00,40,201603,201605,201612,201703,201705,201712,201803
2016-02-15,O,2016-02-15 04:45:00,2016-02-15 12:30:00,2016-02-15 12:29:00,2016-02-15 12:30:00,39,201603,201605,201612,201703,201705,201712,201803
2016-02-16,O,2016-02-16 04:45:00,2016-02-16 12:30:00,2016-02-16 12:29:00,2016-02-16 12:30:00,38,201603,201605,201612,201703,201705,201712,201803
2016-02-17,O,2016-02-17 04:45:00,2016-02-17 12:30:00,2016-02-17 12:29:00,2016-02-17 12:30:00,37,201603,201605,201612,201703,201705,201712,201803
2016-02-18,O,2016-02-18 04:45:00,2016-02-18 12:30:00,2016-02-18 12:29:00,2016-02-18 12:30:00,36,201603,201605,201612,201703,201705,201712,201803
2016-02-19,O,2016-02-19 04:45:00,2016-02-19 12:30:00,2016-02-19 12:29:00,2016-02-19 12:30:00,35,201603,201605,201612,201703,201705,201712,201803
2016-02-22,O,2016-02-22 04:45:00,2016-02-22 12:30:00,2016-02-22 12:29:00,2016-02-22 12:30:00,34,201603,201605,201612,201703,201705,201712,201803
2016-02-23,O,2016-02-23 04:45:00,2016-02-23 12:30:00,2016-02-23 12:29:00,2016-02-23 12:30:00,33,201603,201605,201612,201703,201705,201712,201803
2016-02-24,O,2016-02-24 04:45:00,2016-02-24 12:30:00,2016-02-24 12:29:00,2016-02-24 12:30:00,32,201603,201605,201612,201703,201705,201712,201803
2016-02-25,O,2016-02-25 04:45:00,2016-02-25 12:30:00,2016-02-25 12:29:00,2016-02-25 12:30:00,31,201603,201605,201612,201703,201705,201712,201803
2016-02-26,O,2016-02-26 04:45:00,2016-02-26 12:30:00,2016-02-26 12:29:00,2016-02-26 12:30:00,30,201603,201605,201612,201703,201705,201712,201803
2016-02-29,O,2016-02-29 04:45:00,2016-02-29 12:30:00,2016-02-29 12:29:00,2016-02-29 12:30:00,29,201603,201605,201612,201703,201705,201712,201803
2016-03-01,O,2016-03-01 04:45:00,2016-03-01 12:30:00,2016-03-01 12:29:00,2016-03-01 12:30:00,28,201603,201605,201612,201703,201705,201712,201803
2016-03-02,O,2016-03-02 04:45:00,2016-03-02 12:30:00,2016-03-02 12:29:00,2016-03-02 12:30:00,27,201603,201605,201612,201703,201705,201712,201803
2016-03-03,O,2016-03-03 04:45:00,2016-03-03 12:30:00,2016-03-03 12:29:00,2016-03-03 12:30:00,26,201603,201605,201612,201703,201705,201712,201803
2016-03-04,O,2016-03-04 04:45:00,2016-03-04 12:30:00,2016-03-04 12:29:00,2016-03-04 12:30:00,25,201603,201605,201612,201703,201705,201712,201803
2016-03-07,O,2016-03-07 04:45:00,2016-03-07 12:30:00,2016-03-07 12:29:00,2016-03-07 12:30:00,24,201603,201605,201612,201703,201705,201712,201803
2016-03-08,O,2016-03-08 04:45:00,2016-03-08 12:30:00,2016-03-08 12:29:00,2016-03-08 12:30:00,23,201603,201605,201612,201703,201705,201712,201803
2016-03-09,O,2016-03-09 04:45:00,2016-03-09 12:30:00,2016-03-09 12:29:00,2016-03-09 12:30:00,22,201603,201605,201612,201703,201705,201712,201803
2016-03-10,O,2016-03-10 04:45:00,2016-03-10 12:30:00,2016-03-10 12:29:00,2016-03-10 12:30:00,21,201603,201605,201612,201703,201705,201712,201803
2016-03-11,O,2016-03-11 04:45:00,2016-03-11 12:30:00,2016-03-11 12:29:00,2016-03-11 12:30:00,20,,201605,201612,201703,201705,201712,201803
2016-03-14,O,2016-03-14 05:45:00,2016-03-14 13:30:00,2016-03-14 13:29:00,2016-03-14 13:30:00,19,,201605,201612,201703,201705,201712,201803
2016-03-15,O,2016-03-15 05:45:00,2016-03-15 13:30:00,2016-03-15 13:29:00,2016-03-15 13:30:00,18,,201605,201612,201703,201705,201712,201803
2016-03-16,O,2016-03-16 05:45:00,2016-03-16 13:30:00,2016-03-16 13:29:00,2016-03-16 13:30:00,17,,201605,201612,201703,201705,201712,201803
2016-03-17,O,2016-03-17 05:45:00,2016-03-17 13:30:00,2016-03-17 13:29:00,2016-03-17 13:30:00,16,,201605,201612,201703,201705,201712,201803
2016-03-18,O,2016-03-18 05:45:00,2016-03-18 13:30:00,2016-03-18 13:29:00,2016-03-18 13:30:00,15,,201605,201612,201703,201705,201712,201803
2016-03-21,O,2016-03-21 05:45:00,2016-03-21 13:30:00,2016-03-21 13:29:00,2016-03-21 13:30:00,14,,201605,201612,201703,201705,201712,201803
2016-03-22,O,2016-03-22 05:45:00,2016-03-22 13:30:00,2016-03-22 13:29:00,2016-03-22 13:30:00,13,,201605,201612,201703,201705,201712,201803
2016-03-23,O,2016-03-23 05:45:00,2016-03-23 13:30:00,2016-03-23 13:29:00,2016-03-23 13:30:00,12,,201605,201612,201703,201705,201712,201803
2016-03-24,O,2016-03-24 05:45:00,2016-03-24 13:30:00,2016-03-24 13:29:00,2016-03-24 13:30:00,11,,201605,201612,201703,201705,201712,201803
2016-03-25,X,,,,,,,,,,,,
2016-03-28,X,,,,,,,,,,,,
2016-03-29,O,2016-03-29 04:45:00,2016-03-29 12:30:00,2016-03-29 12:29:00,2016-03-29 12:30:00,10,,201605,201612,201703,201705,201712,201803
2016-03-30,O,2016-03-30 04:45:00,2016-03-30 12:30:00,2016-03-30 12:29:00,2016-03-30 12:30:00,9,,201605,201612,201703,201705,201712,201803
2016-03-31,O,2016-03-31 04:45:00,2016-03-31 12:30:00,2016-03-31 12:29:00,2016-03-31 12:30:00,8,,201605,201612,201703,201705,201712,201803
2016-04-01,O,2016-04-01 04:45:00,2016-04-01 12:30:00,2016-04-01 12:29:00,2016-04-01 12:30:00,7,,201605,201612,201703,201705,201712,201803
2016-04-04,O,2016-04-04 04:45:00,2016-04-04 12:30:00,2016-04-04 12:29:00,2016-04-04 12:30:00,6,,201605,201612,201703,201705,201712,201803
2016-04-05,O,2016-04-05 04:45:00,2016-04-05 12:30:00,2016-04-05 12:29:00,2016-04-05 12:30:00,5,,201605,201612,201703,201705,201712,201803
2016-04-06,O,2016-04-06 04:45:00,2016-04-06 12:30:00,2016-04-06 12:29:00,2016-04-06 12:30:00,4,,201605,201612,201703,201705,201712,201803
2016-04-07,O,2016-04-07 04:45:00,2016-04-07 12:30:00,2016-04-07 12:29:00,2016-04-07 12:30:00,3,,201605,201612,201703,201705,201712,201803
2016-04-08,O,2016-04-08 04:45:00,2016-04-08 12:30:00,2016-04-08 12:29:00,2016-04-08 12:30:00,2,,201605,201612,201703,201705,201712,201803
2016-04-11,O,2016-04-11 04:45:00,2016-04-11 12:30:00,2016-04-11 12:29:00,2016-04-11 12:30:00,1,,201605,201612,201703,201705,201712,201803
2016-04-12,O,2016-04-12 04:45:00,2016-04-12 12:30:00,2016-04-12 12:29:00,2016-04-12 12:30:00,0,,201605,201612,201703,201705,201712,201803
2016-04-13,O,2016-04-13 04:45:00,2016-04-13 12:30:00,2016-04-13 12:29:00,2016-04-13 12:30:00,153,201605,201612,201703,201705,201712,201803,201805
2016-04-14,O,2016-04-14 04:45:00,2016-04-14 12:30:00,2016-04-14 12:29:00,2016-04-14 12:30:00,152,201605,201612,201703,201705,201712,201803,201805
2016-04-15,O,2016-04-15 04:45:00,2016-04-15 12:30:00,2016-04-15 12:29:00,2016-04-15 12:30:00,151,201605,201612,201703,201705,201712,201803,201805
2016-04-18,O,2016-04-18 04:45:00,2016-04-18 12:30:00,2016-04-18 12:29:00,2016-04-18 12:30:00,150,201605,201612,201703,201705,201712,201803,201805
2016-04-19,O,2016-04-19 04:45:00,2016-04-19 12:30:00,2016-04-19 12:29:00,2016-04-19 12:30:00,149,201605,201612,201703,201705,201712,201803,201805
2016-04-20,O,2016-04-20 04:45:00,2016-04-20 12:30:00,2016-04-20 12:29:00,2016-04-20 12:30:00,148,201605,201612,201703,201705,201712,201803,201805
2016-04-21,O,2016-04-21 04:45:00,2016-04-21 12:30:00,2016-04-21 12:29:00,2016-04-21 12:30:00,147,201605,201612,201703,201705,201712,201803,201805
2016-04-22,O,2016-04-22 04:45:00,2016-04-22 12:30:00,2016-04-22 12:29:00,2016-04-22 12:30:00,146,201605,201612,201703,201705,201712,201803,201805
2016-04-25,O,2016-04-25 04:45:00,2016-04-25 12:30:00,2016-04-25 12:29:00,2016-04-25 12:30:00,145,201605,201612,201703,201705,201712,201803,201805
2016-04-26,O,2016-04-26 04:45:00,2016-04-26 12:30:00,2016-04-26 12:29:00,2016-04-26 12:30:00,144,201605,201612,201703,201705,201712,201803,201805
2016-04-27,O,2016-04-27 04:45:00,2016-04-27 12:30:00,2016-04-27 12:29:00,2016-04-27 12:30:00,143,201605,201612,201703,201705,201712,201803,201805
2016-04-28,O,2016-04-28 04:45:00,2016-04-28 12:30:00,2016-04-28 12:29:00,2016-04-28 12:30:00,142,201605,201612,201703,201705,201712,201803,201805
2016-04-29,O,2016-04-29 04:45:00,2016-04-29 12:30:00,2016-04-29 12:29:00,2016-04-29 12:30:00,141,201605,201612,201703,201705,201712,201803,201805
2016-05-02,O,2016-05-02 04:45:00,2016-05-02 12:30:00,2016-05-02 12:29:00,2016-05-02 12:30:00,140,201605,201612,201703,201705,201712,201803,201805
2016-05-03,O,2016-05-03 04:45:00,2016-05-03 12:30:00,2016-05-03 12:29:00,2016-05-03 12:30:00,139,201605,201612,201703,201705,201712,201803,201805
2016-05-04,O,2016-05-04 04:45:00,2016-05-04 12:30:00,2016-05-04 12:29:00,2016-05-04 12:30:00,138,201605,201612,201703,201705,201712,201803,201805
2016-05-05,O,2016-05-05 04:45:00,2016-05-05 12:30:00,2016-05-05 12:29:00,2016-05-05 12:30:00,137,201605,201612,201703,201705,201712,201803,201805
2016-05-06,O,2016-05-06 04:45:00,2016-05-06 12:30:00,2016-05-06 12:29:00,2016-05-06 12:30:00,136,201605,201612,201703,201705,201712,201803,201805
2016-05-09,O,2016-05-09 04:45:00,2016-05-09 12:30:00,2016-05-09 12:29:00,2016-05-09 12:30:00,135,201605,201612,201703,201705,201712,201803,201805
2016-05-10,O,2016-05-10 04:45:00,2016-05-10 12:30:00,2016-05-10 12:29:00,2016-05-10 12:30:00,134,201605,201612,201703,201705,201712,201803,201805
2016-05-11,O,2016-05-11 04:45:00,2016-05-11 12:30:00,2016-05-11 12:29:00,2016-05-11 12:30:00,133,,201612,201703,201705,201712,201803,201805
2016-05-12,O,2016-05-12 04:45:00,2016-05-12 12:30:00,2016-05-12 12:29:00,2016-05-12 12:30:00,132,,201612,201703,201705,201712,201803,201805
2016-05-13,O,2016-05-13 04:45:00,2016-05-13 12:30:00,2016-05-13 12:29:00,2016-05-13 12:30:00,131,,201612,201703,201705,201712,201803,201805
2016-05-16,O,2016-05-16 04:45:00,2016-05-16 12:30:00,2016-05-16 12:29:00,2016-05-16 12:30:00,130,,201612,201703,201705,201712,201803,201805
2016-05-17,O,2016-05-17 04:45:00,2016-05-17 12:30:00,2016-05-17 12:29:00,2016-05-17 12:30:00,129,,201612,201703,201705,201712,201803,201805
2016-05-18,O,2016-05-18 04:45:00,2016-05-18 12:30:00,2016-05-18 12:29:00,2016-05-18 12:30:00,128,,201612,201703,201705,201712,201803,201805
2016-05-19,O,2016-05-19 04:45:00,2016-05-19 12:30:00,2016-05-19 12:29:00,2016-05-19 12:30:00,127,,201612,201703,201705,201712,201803,201805
2016-05-20,O,2016-05-20 04:45:00,2016-05-20 12:30:00,2016-05-20 12:29:00,2016-05-20 12:30:00,126,,201612,201703,201705,201712,201803,201805
2016-05-23,O,2016-05-23 04:45:00,2016-05-23 12:30:00,2016-05-23 12:29:00,2016-05-23 12:30:00,125,,201612,201703,201705,201712,201803,201805
2016-05-24,O,2016-05-24 04:45:00,2016-05-24 12:30:00,2016-05-24 12:29:00,2016-05-24 12:30:00,124,,201612,201703,201705,201712,201803,201805
2016-05-25,O,2016-05-25 04:45:00,2016-05-25 12:30:00,2016-05-25 12:29:00,2016-05-25 12:30:00,123,,201612,201703,201705,201712,201803,201805
2016-05-26,O,2016-05-26 04:45:00,2016-05-26 12:30:00,2016-05-26 12:29:00,2016-05-26 12:30:00,122,,201612,201703,201705,201712,201803,201805
2016-05-27,O,2016-05-27 04:45:00,2016-05-27 12:30:00,2016-05-27 12:29:00,2016-05-27 12:30:00,121,,201612,201703,201705,201712,201803,201805
2016-05-30,O,2016-05-30 04:45:00,2016-05-30 12:30:00,2016-05-30 12:29:00,2016-05-30 12:30:00,120,,201612,201703,201705,201712,201803,201805
2016-05-31,O,2016-05-31 04:45:00,2016-05-31 12:30:00,2016-05-31 12:29:00,2016-05-31 12:30:00,119,,201612,201703,201705,201712,201803,201805
2016-06-01,O,2016-06-01 04:45:00,2016-06-01 12:30:00,2016-06-01 12:29:00,2016-06-01 12:30:00,118,,201612,201703,201705,201712,201803,201805
2016-06-02,O,2016-06-02 04:45:00,2016-06-02 12:30:00,2016-06-02 12:29:00,2016-06-02 12:30:00,117,,201612,201703,201705,201712,201803,201805
2016-06-03,O,2016-06-03 04:45:00,2016-06-03 12:30:00,2016-06-03 12:29:00,2016-06-03 12:30:00,116,,201612,201703,201705,201712,201803,201805
2016-06-06,O,2016-06-06 04:45:00,2016-06-06 12:30:00,2016-06-06 12:29:00,2016-06-06 12:30:00,115,,201612,201703,201705,201712,201803,201805
2016-06-07,O,2016-06-07 04:45:00,2016-06-07 12:30:00,2016-06-07 12:29:00,2016-06-07 12:30:00,114,,201612,201703,201705,201712,201803,201805
2016-06-08,O,2016-06-08 04:45:00,2016-06-08 12:30:00,2016-06-08 12:29:00,2016-06-08 12:30:00,113,,201612,201703,201705,201712,201803,201805
2016-06-09,O,2016-06-09 04:45:00,2016-06-09 12:30:00,2016-06-09 12:29:00,2016-06-09 12:30:00,112,,201612,201703,201705,201712,201803,201805
2016-06-10,O,2016-06-10 04:45:00,2016-06-10 12:30:00,2016-06-10 12:29:00,2016-06-10 12:30:00,111,,201612,201703,201705,201712,201803,201805
2016-06-13,O,2016-06-13 04:45:00,2016-06-13 12:30:00,2016-06-13 12:29:00,2016-06-13 12:30:00,110,,201612,201703,201705,201712,201803,201805
2016-06-14,O,2016-06-14 04:45:00,2016-06-14 12:30:00,2016-06-14 12:29:00,2016-06-14 12:30:00,109,,201612,201703,201705,201712,201803,201805
2016-06-15,O,2016-06-15 04:45:00,2016-06-15 12:30:00,2016-06-15 12:29:00,2016-06-15 12:30:00,108,,201612,201703,201705,201712,201803,201805
2016-06-16,O,2016-06-16 04:45:00,2016-06-16 12:30:00,2016-06-16 12:29:00,2016-06-16 12:30:00,107,,201612,201703,201705,201712,201803,201805
2016-06-17,O,2016-06-17 04:45:00,2016-06-17 12:30:00,2016-06-17 12:29:00,2016-06-17 12:30:00,106,,201612,201703,201705,201712,201803,201805
2016-06-20,O,2016-06-20 04:45:00,2016-06-20 12:30:00,2016-06-20 12:29:00,2016-06-20 12:30:00,105,,201612,201703,201705,201712,201803,201805
2016-06-21,O,2016-06-21 04:45:00,2016-06-21 12:30:00,2016-06-21 12:29:00,2016-06-21 12:30:00,104,,201612,201703,201705,201712,201803,201805
2016-06-22,O,2016-06-22 04:45:00,2016-06-22 12:30:00,2016-06-22 12:29:00,2016-06-22 12:30:00,103,,201612,201703,201705,201712,201803,201805
2016-06-23,O,2016-06-23 04:45:00,2016-06-23 12:30:00,2016-06-23 12:29:00,2016-06-23 12:30:00,102,,201612,201703,201705,201712,201803,201805
2016-06-24,O,2016-06-24 04:45:00,2016-06-24 12:30:00,2016-06-24 12:29:00,2016-06-24 12:30:00,101,,201612,201703,201705,201712,201803,201805
2016-06-27,O,2016-06-27 04:45:00,2016-06-27 12:30:00,2016-06-27 12:29:00,2016-06-27 12:30:00,100,,201612,201703,201705,201712,201803,201805
2016-06-28,O,2016-06-28 04:45:00,2016-06-28 12:30:00,2016-06-28 12:29:00,2016-06-28 12:30:00,99,,201612,201703,201705,201712,201803,201805
2016-06-29,O,2016-06-29 04:45:00,2016-06-29 12:30:00,2016-06-29 12:29:00,2016-06-29 12:30:00,98,,201612,201703,201705,201712,201803,201805
2016-06-30,O,2016-06-30 04:45:00,2016-06-30 12:30:00,2016-06-30 12:29:00,2016-06-30 12:30:00,97,,201612,201703,201705,201712,201803,201805
2016-07-01,O,2016-07-01 04:45:00,2016-07-01 12:30:00,2016-07-01 12:29:00,2016-07-01 12:30:00,96,,201612,201703,201705,201712,201803,201805
2016-07-04,O,2016-07-04 04:45:00,2016-07-04 12:30:00,2016-07-04 12:29:00,2016-07-04 12:30:00,95,,201612,201703,201705,201712,201803,201805
2016-07-05,O,2016-07-05 04:45:00,2016-07-05 12:30:00,2016-07-05 12:29:00,2016-07-05 12:30:00,94,,201612,201703,201705,201712,201803,201805
2016-07-06,O,2016-07-06 04:45:00,2016-07-06 12:30:00,2016-07-06 12:29:00,2016-07-06 12:30:00,93,,201612,201703,201705,201712,201803,201805
2016-07-07,O,2016-07-07 04:45:00,2016-07-07 12:30:00,2016-07-07 12:29:00,2016-07-07 12:30:00,92,,201612,201703,201705,201712,201803,201805
2016-07-08,O,2016-07-08 04:45:00,2016-07-08 12:30:00,2016-07-08 12:29:00,2016-07-08 12:30:00,91,,201612,201703,201705,201712,201803,201805
2016-07-11,O,2016-07-11 04:45:00,2016-07-11 12:30:00,2016-07-11 12:29:00,2016-07-11 12:30:00,90,,201612,201703,201705,201712,201803,201805
2016-07-12,O,2016-07-12 04:45:00,2016-07-12 12:30:00,2016-07-12 12:29:00,2016-07-12 12:30:00,89,,201612,201703,201705,201712,201803,201805
2016-07-13,O,2016-07-13 04:45:00,2016-07-13 12:30:00,2016-07-13 12:29:00,2016-07-13 12:30:00,88,,201612,201703,201705,201712,201803,201805
2016-07-14,O,2016-07-14 04:45:00,2016-07-14 12:30:00,2016-07-14 12:29:00,2016-07-14 12:30:00,87,,201612,201703,201705,201712,201803,201805
2016-07-15,O,2016-07-15 04:45:00,2016-07-15 12:30:00,2016-07-15 12:29:00,2016-07-15 12:30:00,86,,201612,201703,201705,201712,201803,201805
2016-07-18,O,2016-07-18 04:45:00,2016-07-18 12:30:00,2016-07-18 12:29:00,2016-07-18 12:30:00,85,,201612,201703,201705,201712,201803,201805
2016-07-19,O,2016-07-19 04:45:00,2016-07-19 12:30:00,2016-07-19 12:29:00,2016-07-19 12:30:00,84,,201612,201703,201705,201712,201803,201805
2016-07-20,O,2016-07-20 04:45:00,2016-07-20 12:30:00,2016-07-20 12:29:00,2016-07-20 12:30:00,83,,201612,201703,201705,201712,201803,201805
2016-07-21,O,2016-07-21 04:45:00,2016-07-21 12:30:00,2016-07-21 12:29:00,2016-07-21 12:30:00,82,,201612,201703,201705,201712,201803,201805
2016-07-22,O,2016-07-22 04:45:00,2016-07-22 12:30:00,2016-07-22 12:29:00,2016-07-22 12:30:00,81,,201612,201703,201705,201712,201803,201805
2016-07-25,O,2016-07-25 04:45:00,2016-07-25 12:30:00,2016-07-25 12:29:00,2016-07-25 12:30:00,80,,201612,201703,201705,201712,201803,201805
2016-07-26,O,2016-07-26 04:45:00,2016-07-26 12:30:00,2016-07-26 12:29:00,2016-07-26 12:30:00,79,,201612,201703,201705,201712,201803,201805
2016-07-27,O,2016-07-27 04:45:00,2016-07-27 12:30:00,2016-07-27 12:29:00,2016-07-27 12:30:00,78,,201612,201703,201705,201712,201803,201805
2016-07-28,O,2016-07-28 04:45:00,2016-07-28 12:30:00,2016-07-28 12:29:00,2016-07-28 12:30:00,77,,201612,201703,201705,201712,201803,201805
2016-07-29,O,2016-07-29 04:45:00,2016-07-29 12:30:00,2016-07-29 12:29:00,2016-07-29 12:30:00,76,,201612,201703,201705,201712,201803,201805
2016-08-01,O,2016-08-01 04:45:00,2016-08-01 12:30:00,2016-08-01 12:29:00,2016-08-01 12:30:00,75,,201612,201703,201705,201712,201803,201805
2016-08-02,O,2016-08-02 04:45:00,2016-08-02 12:30:00,2016-08-02 12:29:00,2016-08-02 12:30:00,74,,201612,201703,201705,201712,201803,201805
2016-08-03,O,2016-08-03 04:45:00,2016-08-03 12:30:00,2016-08-03 12:29:00,2016-08-03 12:30:00,73,,201612,201703,201705,201712,201803,201805
2016-08-04,O,2016-08-04 04:45:00,2016-08-04 12:30:00,2016-08-04 12:29:00,2016-08-04 12:30:00,72,,201612,201703,201705,201712,201803,201805
2016-08-05,O,2016-08-05 04:45:00,2016-08-05 12:30:00,2016-08-05 12:29:00,2016-08-05 12:30:00,71,,201612,201703,201705,201712,201803,201805
2016-08-08,O,2016-08-08 04:45:00,2016-08-08 12:30:00,2016-08-08 12:29:00,2016-08-08 12:30:00,70,,201612,201703,201705,201712,201803,201805
2016-08-09,O,2016-08-09 04:45:00,2016-08-09 12:30:00,2016-08-09 12:29:00,2016-08-09 12:30:00,69,,201612,201703,201705,201712,201803,201805
2016-08-10,O,2016-08-10 04:45:00,2016-08-10 12:30:00,2016-08-10 12:29:00,2016-08-10 12:30:00,68,,201612,201703,201705,201712,201803,201805
2016-08-11,O,2016-08-11 04:45:00,2016-08-11 12:30:00,2016-08-11 12:29:00,2016-08-11 12:30:00,67,,201612,201703,201705,201712,201803,201805
2016-08-12,O,2016-08-12 04:45:00,2016-08-12 12:30:00,2016-08-12 12:29:00,2016-08-12 12:30:00,66,,201612,201703,201705,201712,201803,201805
2016-08-15,O,2016-08-15 04:45:00,2016-08-15 12:30:00,2016-08-15 12:29:00,2016-08-15 12:30:00,65,,201612,201703,201705,201712,201803,201805
2016-08-16,O,2016-08-16 04:45:00,2016-08-16 12:30:00,2016-08-16 12:29:00,2016-08-16 12:30:00,64,,201612,201703,201705,201712,201803,201805
2016-08-17,O,2016-08-17 04:45:00,2016-08-17 12:30:00,2016-08-17 12:29:00,2016-08-17 12:30:00,63,,201612,201703,201705,201712,201803,201805
2016-08-18,O,2016-08-18 04:45:00,2016-08-18 12:30:00,2016-08-18 12:29:00,2016-08-18 12:30:00,62,,201612,201703,201705,201712,201803,201805
2016-08-19,O,2016-08-19 04:45:00,2016-08-19 12:30:00,2016-08-19 12:29:00,2016-08-19 12:30:00,61,,201612,201703,201705,201712,201803,201805
2016-08-22,O,2016-08-22 04:45:00,2016-08-22 12:30:00,2016-08-22 12:29:00,2016-08-22 12:30:00,60,,201612,201703,201705,201712,201803,201805
2016-08-23,O,2016-08-23 04:45:00,2016-08-23 12:30:00,2016-08-23 12:29:00,2016-08-23 12:30:00,59,,201612,201703,201705,201712,201803,201805
2016-08-24,O,2016-08-24 04:45:00,2016-08-24 12:30:00,2016-08-24 12:29:00,2016-08-24 12:30:00,58,,201612,201703,201705,201712,201803,201805
2016-08-25,O,2016-08-25 04:45:00,2016-08-25 12:30:00,2016-08-25 12:29:00,2016-08-25 12:30:00,57,,201612,201703,201705,201712,201803,201805
2016-08-26,O,2016-08-26 04:45:00,2016-08-26 12:30:00,2016-08-26 12:29:00,2016-08-26 12:30:00,56,,201612,201703,201705,201712,201803,201805
2016-08-29,O,2016-08-29 04:45:00,2016-08-29 12:30:00,2016-08-29 12:29:00,2016-08-29 12:30:00,55,,201612,201703,201705,201712,201803,201805
2016-08-30,O,2016-08-30 04:45:00,2016-08-30 12:30:00,2016-08-30 12:29:00,2016-08-30 12:30:00,54,,201612,201703,201705,201712,201803,201805
2016-08-31,O,2016-08-31 04:45:00,2016-08-31 12:30:00,2016-08-31 12:29:00,2016-08-31 12:30:00,53,,201612,201703,201705,201712,201803,201805
2016-09-01,O,2016-09-01 04:45:00,2016-09-01 12:30:00,2016-09-01 12:29:00,2016-09-01 12:30:00,52,,201612,201703,201705,201712,201803,201805
2016-09-02,O,2016-09-02 04:45:00,2016-09-02 12:30:00,2016-09-02 12:29:00,2016-09-02 12:30:00,51,,201612,201703,201705,201712,201803,201805
2016-09-05,O,2016-09-05 04:45:00,2016-09-05 12:30:00,2016-09-05 12:29:00,2016-09-05 12:30:00,50,,201612,201703,201705,201712,201803,201805
2016-09-06,O,2016-09-06 04:45:00,2016-09-06 12:30:00,2016-09-06 12:29:00,2016-09-06 12:30:00,49,,201612,201703,201705,201712,201803,201805
2016-09-07,O,2016-09-07 04:45:00,2016-09-07 12:30:00,2016-09-07 12:29:00,2016-09-07 12:30:00,48,,201612,201703,201705,201712,201803,201805
2016-09-08,O,2016-09-08 04:45:00,2016-09-08 12:30:00,2016-09-08 12:29:00,2016-09-08 12:30:00,47,,201612,201703,201705,201712,201803,201805
2016-09-09,O,2016-09-09 04:45:00,2016-09-09 12:30:00,2016-09-09 12:29:00,2016-09-09 12:30:00,46,,201612,201703,201705,201712,201803,201805
2016-09-12,O,2016-09-12 04:45:00,2016-09-12 12:30:00,2016-09-12 12:29:00,2016-09-12 12:30:00,45,,201612,201703,201705,201712,201803,201805
2016-09-13,O,2016-09-13 04:45:00,2016-09-13 12:30:00,2016-09-13 12:29:00,2016-09-13 12:30:00,44,,201612,201703,201705,201712,201803,201805
2016-09-14,O,2016-09-14 04:45:00,2016-09-14 12:30:00,2016-09-14 12:29:00,2016-09-14 12:30:00,43,,201612,201703,201705,201712,201803,201805
2016-09-15,O,2016-09-15 04:45:00,2016-09-15 12:30:00,2016-09-15 12:29:00,2016-09-15 12:30:00,42,,201612,201703,201705,201712,201803,201805
2016-09-16,O,2016-09-16 04:45:00,2016-09-16 12:30:00,2016-09-16 12:29:00,2016-09-16 12:30:00,41,,201612,201703,201705,201712,201803,201805
2016-09-19,O,2016-09-19 04:45:00,2016-09-19 12:30:00,2016-09-19 12:29:00,2016-09-19 12:30:00,40,,201612,201703,201705,201712,201803,201805
2016-09-20,O,2016-09-20 04:45:00,2016-09-20 12:30:00,2016-09-20 12:29:00,2016-09-20 12:30:00,39,,201612,201703,201705,201712,201803,201805
2016-09-21,O,2016-09-21 04:45:00,2016-09-21 12:30:00,2016-09-21 12:29:00,2016-09-21 12:30:00,38,,201612,201703,201705,201712,201803,201805
2016-09-22,O,2016-09-22 04:45:00,2016-09-22 12:30:00,2016-09-22 12:29:00,2016-09-22 12:30:00,37,,201612,201703,201705,201712,201803,201805
