date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Gasoil_N0,Gasoil_N1,Gasoil_N2,Gasoil_N3,Gasoil_N4,Gasoil_N5,Gasoil_N6
2009-03-16,O,2009-03-15 19:00:00,2009-03-16 18:00:00,2009-03-16 12:28:00,2009-03-16 12:30:00,7,,200904,200905,200906,200907,200908,200909
2009-03-17,O,2009-03-16 20:00:00,2009-03-17 18:00:00,2009-03-17 12:28:00,2009-03-17 12:30:00,6,,200904,200905,200906,200907,200908,200909
2009-03-18,O,2009-03-17 20:00:00,2009-03-18 18:00:00,2009-03-18 12:28:00,2009-03-18 12:30:00,5,,200904,200905,200906,200907,200908,200909
2009-03-19,O,2009-03-18 20:00:00,2009-03-19 18:00:00,2009-03-19 12:28:00,2009-03-19 12:30:00,4,,200904,200905,200906,200907,200908,200909
2009-03-20,O,2009-03-19 20:00:00,2009-03-20 18:00:00,2009-03-20 12:28:00,2009-03-20 12:30:00,3,,200904,200905,200906,200907,200908,200909
2009-03-23,O,2009-03-22 19:00:00,2009-03-23 18:00:00,2009-03-23 12:28:00,2009-03-23 12:30:00,2,,200904,200905,200906,200907,200908,200909
2009-03-24,O,2009-03-23 20:00:00,2009-03-24 18:00:00,2009-03-24 12:28:00,2009-03-24 12:30:00,1,,200904,200905,200906,200907,200908,200909
2009-03-25,O,2009-03-24 20:00:00,2009-03-25 18:00:00,2009-03-25 12:28:00,2009-03-25 12:30:00,0,,200904,200905,200906,200907,200908,200909
2009-03-26,O,2009-03-25 20:00:00,2009-03-26 18:00:00,2009-03-26 12:28:00,2009-03-26 12:30:00,22,200904,200905,200906,200907,200908,200909,200910
2009-03-27,O,2009-03-26 20:00:00,2009-03-27 18:00:00,2009-03-27 12:28:00,2009-03-27 12:30:00,21,200904,200905,200906,200907,200908,200909,200910
2009-03-30,O,2009-03-29 18:00:00,2009-03-30 17:00:00,2009-03-30 11:28:00,2009-03-30 11:30:00,20,200904,200905,200906,200907,200908,200909,200910
2009-03-31,O,2009-03-30 19:00:00,2009-03-31 17:00:00,2009-03-31 11:28:00,2009-03-31 11:30:00,19,200904,200905,200906,200907,200908,200909,200910
2009-04-01,O,2009-03-31 19:00:00,2009-04-01 17:00:00,2009-04-01 11:28:00,2009-04-01 11:30:00,18,200904,200905,200906,200907,200908,200909,200910
2009-04-02,O,2009-04-01 19:00:00,2009-04-02 17:00:00,2009-04-02 11:28:00,2009-04-02 11:30:00,17,200904,200905,200906,200907,200908,200909,200910
2009-04-03,O,2009-04-02 19:00:00,2009-04-03 17:00:00,2009-04-03 11:28:00,2009-04-03 11:30:00,16,200904,200905,200906,200907,200908,200909,200910
2009-04-06,O,2009-04-05 18:00:00,2009-04-06 17:00:00,2009-04-06 11:28:00,2009-04-06 11:30:00,15,200904,200905,200906,200907,200908,200909,200910
2009-04-07,O,2009-04-06 19:00:00,2009-04-07 17:00:00,2009-04-07 11:28:00,2009-04-07 11:30:00,14,200904,200905,200906,200907,200908,200909,200910
2009-04-08,O,2009-04-07 19:00:00,2009-04-08 17:00:00,2009-04-08 11:28:00,2009-04-08 11:30:00,13,200904,200905,200906,200907,200908,200909,200910
2009-04-09,O,2009-04-08 19:00:00,2009-04-09 17:00:00,2009-04-09 11:28:00,2009-04-09 11:30:00,12,,200905,200906,200907,200908,200909,200910
2009-04-10,X,,,,,,,,,,,,
2009-04-13,O,2009-04-12 18:00:00,2009-04-13 17:00:00,2009-04-13 11:28:00,2009-04-13 11:30:00,11,,200905,200906,200907,200908,200909,200910
2009-04-14,O,2009-04-13 19:00:00,2009-04-14 17:00:00,2009-04-14 11:28:00,2009-04-14 11:30:00,10,,200905,200906,200907,200908,200909,200910
2009-04-15,O,2009-04-14 19:00:00,2009-04-15 17:00:00,2009-04-15 11:28:00,2009-04-15 11:30:00,9,,200905,200906,200907,200908,200909,200910
2009-04-16,O,2009-04-15 19:00:00,2009-04-16 17:00:00,2009-04-16 11:28:00,2009-04-16 11:30:00,8,,200905,200906,200907,200908,200909,200910
2009-04-17,O,2009-04-16 19:00:00,2009-04-17 17:00:00,2009-04-17 11:28:00,2009-04-17 11:30:00,7,,200905,200906,200907,200908,200909,200910
2009-04-20,O,2009-04-19 18:00:00,2009-04-20 17:00:00,2009-04-20 11:28:00,2009-04-20 11:30:00,6,,200905,200906,200907,200908,200909,200910
2009-04-21,O,2009-04-20 19:00:00,2009-04-21 17:00:00,2009-04-21 11:28:00,2009-04-21 11:30:00,5,,200905,200906,200907,200908,200909,200910
2009-04-22,O,2009-04-21 19:00:00,2009-04-22 17:00:00,2009-04-22 11:28:00,2009-04-22 11:30:00,4,,200905,200906,200907,200908,200909,200910
2009-04-23,O,2009-04-22 19:00:00,2009-04-23 17:00:00,2009-04-23 11:28:00,2009-04-23 11:30:00,3,,200905,200906,200907,200908,200909,200910
2009-04-24,O,2009-04-23 19:00:00,2009-04-24 17:00:00,2009-04-24 11:28:00,2009-04-24 11:30:00,2,,200905,200906,200907,200908,200909,200910
2009-04-27,O,2009-04-26 18:00:00,2009-04-27 17:00:00,2009-04-27 11:28:00,2009-04-27 11:30:00,1,,200905,200906,200907,200908,200909,200910
2009-04-28,O,2009-04-27 19:00:00,2009-04-28 17:00:00,2009-04-28 11:28:00,2009-04-28 11:30:00,0,,200905,200906,200907,200908,200909,200910
2009-04-29,O,2009-04-28 19:00:00,2009-04-29 17:00:00,2009-04-29 11:28:00,2009-04-29 11:30:00,21,200905,200906,200907,200908,200909,200910,200911
2009-04-30,O,2009-04-29 19:00:00,2009-04-30 17:00:00,2009-04-30 11:28:00,2009-04-30 11:30:00,20,200905,200906,200907,200908,200909,200910,200911
2009-05-01,O,2009-04-30 19:00:00,2009-05-01 17:00:00,2009-05-01 11:28:00,2009-05-01 11:30:00,19,200905,200906,200907,200908,200909,200910,200911
2009-05-04,O,2009-05-03 18:00:00,2009-05-04 17:00:00,2009-05-04 11:28:00,2009-05-04 11:30:00,18,200905,200906,200907,200908,200909,200910,200911
2009-05-05,O,2009-05-04 19:00:00,2009-05-05 17:00:00,2009-05-05 11:28:00,2009-05-05 11:30:00,17,200905,200906,200907,200908,200909,200910,200911
2009-05-06,O,2009-05-05 19:00:00,2009-05-06 17:00:00,2009-05-06 11:28:00,2009-05-06 11:30:00,16,200905,200906,200907,200908,200909,200910,200911
2009-05-07,O,2009-05-06 19:00:00,2009-05-07 17:00:00,2009-05-07 11:28:00,2009-05-07 11:30:00,15,200905,200906,200907,200908,200909,200910,200911
2009-05-08,O,2009-05-07 19:00:00,2009-05-08 17:00:00,2009-05-08 11:28:00,2009-05-08 11:30:00,14,200905,200906,200907,200908,200909,200910,200911
2009-05-11,O,2009-05-10 18:00:00,2009-05-11 17:00:00,2009-05-11 11:28:00,2009-05-11 11:30:00,13,200905,200906,200907,200908,200909,200910,200911
2009-05-12,O,2009-05-11 19:00:00,2009-05-12 17:00:00,2009-05-12 11:28:00,2009-05-12 11:30:00,12,200905,200906,200907,200908,200909,200910,200911
2009-05-13,O,2009-05-12 19:00:00,2009-05-13 17:00:00,2009-05-13 11:28:00,2009-05-13 11:30:00,11,,200906,200907,200908,200909,200910,200911
2009-05-14,O,2009-05-13 19:00:00,2009-05-14 17:00:00,2009-05-14 11:28:00,2009-05-14 11:30:00,10,,200906,200907,200908,200909,200910,200911
2009-05-15,O,2009-05-14 19:00:00,2009-05-15 17:00:00,2009-05-15 11:28:00,2009-05-15 11:30:00,9,,200906,200907,200908,200909,200910,200911
2009-05-18,O,2009-05-17 18:00:00,2009-05-18 17:00:00,2009-05-18 11:28:00,2009-05-18 11:30:00,8,,200906,200907,200908,200909,200910,200911
2009-05-19,O,2009-05-18 19:00:00,2009-05-19 17:00:00,2009-05-19 11:28:00,2009-05-19 11:30:00,7,,200906,200907,200908,200909,200910,200911
2009-05-20,O,2009-05-19 19:00:00,2009-05-20 17:00:00,2009-05-20 11:28:00,2009-05-20 11:30:00,6,,200906,200907,200908,200909,200910,200911
2009-05-21,O,2009-05-20 19:00:00,2009-05-21 17:00:00,2009-05-21 11:28:00,2009-05-21 11:30:00,5,,200906,200907,200908,200909,200910,200911
2009-05-22,O,2009-05-21 19:00:00,2009-05-22 17:00:00,2009-05-22 11:28:00,2009-05-22 11:30:00,4,,200906,200907,200908,200909,200910,200911
2009-05-25,O,2009-05-24 18:00:00,2009-05-25 17:00:00,2009-05-25 11:28:00,2009-05-25 11:30:00,3,,200906,200907,200908,200909,200910,200911
2009-05-26,O,2009-05-25 19:00:00,2009-05-26 17:00:00,2009-05-26 11:28:00,2009-05-26 11:30:00,2,,200906,200907,200908,200909,200910,200911
2009-05-27,O,2009-05-26 19:00:00,2009-05-27 17:00:00,2009-05-27 11:28:00,2009-05-27 11:30:00,1,,200906,200907,200908,200909,200910,200911
2009-05-28,O,2009-05-27 19:00:00,2009-05-28 17:00:00,2009-05-28 11:28:00,2009-05-28 11:30:00,0,,200906,200907,200908,200909,200910,200911
2009-05-29,O,2009-05-28 19:00:00,2009-05-29 17:00:00,2009-05-29 11:28:00,2009-05-29 11:30:00,20,200906,200907,200908,200909,200910,200911,200912
2009-06-01,O,2009-05-31 18:00:00,2009-06-01 17:00:00,2009-06-01 11:28:00,2009-06-01 11:30:00,19,200906,200907,200908,200909,200910,200911,200912
2009-06-02,O,2009-06-01 19:00:00,2009-06-02 17:00:00,2009-06-02 11:28:00,2009-06-02 11:30:00,18,200906,200907,200908,200909,200910,200911,200912
2009-06-03,O,2009-06-02 19:00:00,2009-06-03 17:00:00,2009-06-03 11:28:00,2009-06-03 11:30:00,17,200906,200907,200908,200909,200910,200911,200912
2009-06-04,O,2009-06-03 19:00:00,2009-06-04 17:00:00,2009-06-04 11:28:00,2009-06-04 11:30:00,16,200906,200907,200908,200909,200910,200911,200912
2009-06-05,O,2009-06-04 19:00:00,2009-06-05 17:00:00,2009-06-05 11:28:00,2009-06-05 11:30:00,15,200906,200907,200908,200909,200910,200911,200912
2009-06-08,O,2009-06-07 18:00:00,2009-06-08 17:00:00,2009-06-08 11:28:00,2009-06-08 11:30:00,14,200906,200907,200908,200909,200910,200911,200912
2009-06-09,O,2009-06-08 19:00:00,2009-06-09 17:00:00,2009-06-09 11:28:00,2009-06-09 11:30:00,13,200906,200907,200908,200909,200910,200911,200912
2009-06-10,O,2009-06-09 19:00:00,2009-06-10 17:00:00,2009-06-10 11:28:00,2009-06-10 11:30:00,12,200906,200907,200908,200909,200910,200911,200912
2009-06-11,O,2009-06-10 19:00:00,2009-06-11 17:00:00,2009-06-11 11:28:00,2009-06-11 11:30:00,11,200906,200907,200908,200909,200910,200911,200912
2009-06-12,O,2009-06-11 19:00:00,2009-06-12 17:00:00,2009-06-12 11:28:00,2009-06-12 11:30:00,10,,200907,200908,200909,200910,200911,200912
2009-06-15,O,2009-06-14 18:00:00,2009-06-15 17:00:00,2009-06-15 11:28:00,2009-06-15 11:30:00,9,,200907,200908,200909,200910,200911,200912
2009-06-16,O,2009-06-15 19:00:00,2009-06-16 17:00:00,2009-06-16 11:28:00,2009-06-16 11:30:00,8,,200907,200908,200909,200910,200911,200912
2009-06-17,O,2009-06-16 19:00:00,2009-06-17 17:00:00,2009-06-17 11:28:00,2009-06-17 11:30:00,7,,200907,200908,200909,200910,200911,200912
2009-06-18,O,2009-06-17 19:00:00,2009-06-18 17:00:00,2009-06-18 11:28:00,2009-06-18 11:30:00,6,,200907,200908,200909,200910,200911,200912
2009-06-19,O,2009-06-18 19:00:00,2009-06-19 17:00:00,2009-06-19 11:28:00,2009-06-19 11:30:00,5,,200907,200908,200909,200910,200911,200912
2009-06-22,O,2009-06-21 18:00:00,2009-06-22 17:00:00,2009-06-22 11:28:00,2009-06-22 11:30:00,4,,200907,200908,200909,200910,200911,200912
2009-06-23,O,2009-06-22 19:00:00,2009-06-23 17:00:00,2009-06-23 11:28:00,2009-06-23 11:30:00,3,,200907,200908,200909,200910,200911,200912
2009-06-24,O,2009-06-23 19:00:00,2009-06-24 17:00:00,2009-06-24 11:28:00,2009-06-24 11:30:00,2,,200907,200908,200909,200910,200911,200912
2009-06-25,O,2009-06-24 19:00:00,2009-06-25 17:00:00,2009-06-25 11:28:00,2009-06-25 11:30:00,1,,200907,200908,200909,200910,200911,200912
2009-06-26,O,2009-06-25 19:00:00,2009-06-26 17:00:00,2009-06-26 11:28:00,2009-06-26 11:30:00,0,,200907,200908,200909,200910,200911,200912
2009-06-29,O,2009-06-28 18:00:00,2009-06-29 17:00:00,2009-06-29 11:28:00,2009-06-29 11:30:00,22,200907,200908,200909,200910,200911,200912,201001
2009-06-30,O,2009-06-29 19:00:00,2009-06-30 17:00:00,2009-06-30 11:28:00,2009-06-30 11:30:00,21,200907,200908,200909,200910,200911,200912,201001
2009-07-01,O,2009-06-30 19:00:00,2009-07-01 17:00:00,2009-07-01 11:28:00,2009-07-01 11:30:00,20,200907,200908,200909,200910,200911,200912,201001
2009-07-02,O,2009-07-01 19:00:00,2009-07-02 17:00:00,2009-07-02 11:28:00,2009-07-02 11:30:00,19,200907,200908,200909,200910,200911,200912,201001
2009-07-03,O,2009-07-02 19:00:00,2009-07-03 17:00:00,2009-07-03 11:28:00,2009-07-03 11:30:00,18,200907,200908,200909,200910,200911,200912,201001
2009-07-06,O,2009-07-05 18:00:00,2009-07-06 17:00:00,2009-07-06 11:28:00,2009-07-06 11:30:00,17,200907,200908,200909,200910,200911,200912,201001
2009-07-07,O,2009-07-06 19:00:00,2009-07-07 17:00:00,2009-07-07 11:28:00,2009-07-07 11:30:00,16,200907,200908,200909,200910,200911,200912,201001
2009-07-08,O,2009-07-07 19:00:00,2009-07-08 17:00:00,2009-07-08 11:28:00,2009-07-08 11:30:00,15,200907,200908,200909,200910,200911,200912,201001
2009-07-09,O,2009-07-08 19:00:00,2009-07-09 17:00:00,2009-07-09 11:28:00,2009-07-09 11:30:00,14,200907,200908,200909,200910,200911,200912,201001
2009-07-10,O,2009-07-09 19:00:00,2009-07-10 17:00:00,2009-07-10 11:28:00,2009-07-10 11:30:00,13,200907,200908,200909,200910,200911,200912,201001
2009-07-13,O,2009-07-12 18:00:00,2009-07-13 17:00:00,2009-07-13 11:28:00,2009-07-13 11:30:00,12,,200908,200909,200910,200911,200912,201001
2009-07-14,O,2009-07-13 19:00:00,2009-07-14 17:00:00,2009-07-14 11:28:00,2009-07-14 11:30:00,11,,200908,200909,200910,200911,200912,201001
2009-07-15,O,2009-07-14 19:00:00,2009-07-15 17:00:00,2009-07-15 11:28:00,2009-07-15 11:30:00,10,,200908,200909,200910,200911,200912,201001
2009-07-16,O,2009-07-15 19:00:00,2009-07-16 17:00:00,2009-07-16 11:28:00,2009-07-16 11:30:00,9,,200908,200909,200910,200911,200912,201001
2009-07-17,O,2009-07-16 19:00:00,2009-07-17 17:00:00,2009-07-17 11:28:00,2009-07-17 11:30:00,8,,200908,200909,200910,200911,200912,201001
2009-07-20,O,2009-07-19 18:00:00,2009-07-20 17:00:00,2009-07-20 11:28:00,2009-07-20 11:30:00,7,,200908,200909,200910,200911,200912,201001
2009-07-21,O,2009-07-20 19:00:00,2009-07-21 17:00:00,2009-07-21 11:28:00,2009-07-21 11:30:00,6,,200908,200909,200910,200911,200912,201001
2009-07-22,O,2009-07-21 19:00:00,2009-07-22 17:00:00,2009-07-22 11:28:00,2009-07-22 11:30:00,5,,200908,200909,200910,200911,200912,201001
2009-07-23,O,2009-07-22 19:00:00,2009-07-23 17:00:00,2009-07-23 11:28:00,2009-07-23 11:30:00,4,,200908,200909,200910,200911,200912,201001
2009-07-24,O,2009-07-23 19:00:00,2009-07-24 17:00:00,2009-07-24 11:28:00,2009-07-24 11:30:00,3,,200908,200909,200910,200911,200912,201001
2009-07-27,O,2009-07-26 18:00:00,2009-07-27 17:00:00,2009-07-27 11:28:00,2009-07-27 11:30:00,2,,200908,200909,200910,200911,200912,201001
2009-07-28,O,2009-07-27 19:00:00,2009-07-28 17:00:00,2009-07-28 11:28:00,2009-07-28 11:30:00,1,,200908,200909,200910,200911,200912,201001
2009-07-29,O,2009-07-28 19:00:00,2009-07-29 17:00:00,2009-07-29 11:28:00,2009-07-29 11:30:00,0,,200908,200909,200910,200911,200912,201001
2009-07-30,O,2009-07-29 19:00:00,2009-07-30 17:00:00,2009-07-30 11:28:00,2009-07-30 11:30:00,20,200908,200909,200910,200911,200912,201001,201002
2009-07-31,O,2009-07-30 19:00:00,2009-07-31 17:00:00,2009-07-31 11:28:00,2009-07-31 11:30:00,19,200908,200909,200910,200911,200912,201001,201002
2009-08-03,O,2009-08-02 18:00:00,2009-08-03 17:00:00,2009-08-03 11:28:00,2009-08-03 11:30:00,18,200908,200909,200910,200911,200912,201001,201002
2009-08-04,O,2009-08-03 19:00:00,2009-08-04 17:00:00,2009-08-04 11:28:00,2009-08-04 11:30:00,17,200908,200909,200910,200911,200912,201001,201002
2009-08-05,O,2009-08-04 19:00:00,2009-08-05 17:00:00,2009-08-05 11:28:00,2009-08-05 11:30:00,16,200908,200909,200910,200911,200912,201001,201002
2009-08-06,O,2009-08-05 19:00:00,2009-08-06 17:00:00,2009-08-06 11:28:00,2009-08-06 11:30:00,15,200908,200909,200910,200911,200912,201001,201002
2009-08-07,O,2009-08-06 19:00:00,2009-08-07 17:00:00,2009-08-07 11:28:00,2009-08-07 11:30:00,14,200908,200909,200910,200911,200912,201001,201002
2009-08-10,O,2009-08-09 18:00:00,2009-08-10 17:00:00,2009-08-10 11:28:00,2009-08-10 11:30:00,13,200908,200909,200910,200911,200912,201001,201002
2009-08-11,O,2009-08-10 19:00:00,2009-08-11 17:00:00,2009-08-11 11:28:00,2009-08-11 11:30:00,12,200908,200909,200910,200911,200912,201001,201002
2009-08-12,O,2009-08-11 19:00:00,2009-08-12 17:00:00,2009-08-12 11:28:00,2009-08-12 11:30:00,11,200908,200909,200910,200911,200912,201001,201002
2009-08-13,O,2009-08-12 19:00:00,2009-08-13 17:00:00,2009-08-13 11:28:00,2009-08-13 11:30:00,10,,200909,200910,200911,200912,201001,201002
2009-08-14,O,2009-08-13 19:00:00,2009-08-14 17:00:00,2009-08-14 11:28:00,2009-08-14 11:30:00,9,,200909,200910,200911,200912,201001,201002
2009-08-17,O,2009-08-16 18:00:00,2009-08-17 17:00:00,2009-08-17 11:28:00,2009-08-17 11:30:00,8,,200909,200910,200911,200912,201001,201002
2009-08-18,O,2009-08-17 19:00:00,2009-08-18 17:00:00,2009-08-18 11:28:00,2009-08-18 11:30:00,7,,200909,200910,200911,200912,201001,201002
2009-08-19,O,2009-08-18 19:00:00,2009-08-19 17:00:00,2009-08-19 11:28:00,2009-08-19 11:30:00,6,,200909,200910,200911,200912,201001,201002
2009-08-20,O,2009-08-19 19:00:00,2009-08-20 17:00:00,2009-08-20 11:28:00,2009-08-20 11:30:00,5,,200909,200910,200911,200912,201001,201002
2009-08-21,O,2009-08-20 19:00:00,2009-08-21 17:00:00,2009-08-21 11:28:00,2009-08-21 11:30:00,4,,200909,200910,200911,200912,201001,201002
2009-08-24,O,2009-08-23 18:00:00,2009-08-24 17:00:00,2009-08-24 11:28:00,2009-08-24 11:30:00,3,,200909,200910,200911,200912,201001,201002
2009-08-25,O,2009-08-24 19:00:00,2009-08-25 17:00:00,2009-08-25 11:28:00,2009-08-25 11:30:00,2,,200909,200910,200911,200912,201001,201002
2009-08-26,O,2009-08-25 19:00:00,2009-08-26 17:00:00,2009-08-26 11:28:00,2009-08-26 11:30:00,1,,200909,200910,200911,200912,201001,201002
2009-08-27,O,2009-08-26 19:00:00,2009-08-27 17:00:00,2009-08-27 11:28:00,2009-08-27 11:30:00,0,,200909,200910,200911,200912,201001,201002
2009-08-28,O,2009-08-27 19:00:00,2009-08-28 17:00:00,2009-08-28 11:28:00,2009-08-28 11:30:00,21,200909,200910,200911,200912,201001,201002,201003
2009-08-31,O,2009-08-30 18:00:00,2009-08-31 17:00:00,2009-08-31 11:28:00,2009-08-31 11:30:00,20,200909,200910,200911,200912,201001,201002,201003
2009-09-01,O,2009-08-31 19:00:00,2009-09-01 17:00:00,2009-09-01 11:28:00,2009-09-01 11:30:00,19,200909,200910,200911,200912,201001,201002,201003
2009-09-02,O,2009-09-01 19:00:00,2009-09-02 17:00:00,2009-09-02 11:28:00,2009-09-02 11:30:00,18,200909,200910,200911,200912,201001,201002,201003
2009-09-03,O,2009-09-02 19:00:00,2009-09-03 17:00:00,2009-09-03 11:28:00,2009-09-03 11:30:00,17,200909,200910,200911,200912,201001,201002,201003
2009-09-04,O,2009-09-03 19:00:00,2009-09-04 17:00:00,2009-09-04 11:28:00,2009-09-04 11:30:00,16,200909,200910,200911,200912,201001,201002,201003
2009-09-07,O,2009-09-06 18:00:00,2009-09-07 17:00:00,2009-09-07 11:28:00,2009-09-07 11:30:00,15,200909,200910,200911,200912,201001,201002,201003
2009-09-08,O,2009-09-07 19:00:00,2009-09-08 17:00:00,2009-09-08 11:28:00,2009-09-08 11:30:00,14,200909,200910,200911,200912,201001,201002,201003
2009-09-09,O,2009-09-08 19:00:00,2009-09-09 17:00:00,2009-09-09 11:28:00,2009-09-09 11:30:00,13,200909,200910,200911,200912,201001,201002,201003
2009-09-10,O,2009-09-09 19:00:00,2009-09-10 17:00:00,2009-09-10 11:28:00,2009-09-10 11:30:00,12,200909,200910,200911,200912,201001,201002,201003
2009-09-11,O,2009-09-10 19:00:00,2009-09-11 17:00:00,2009-09-11 11:28:00,2009-09-11 11:30:00,11,,200910,200911,200912,201001,201002,201003
2009-09-14,O,2009-09-13 18:00:00,2009-09-14 17:00:00,2009-09-14 11:28:00,2009-09-14 11:30:00,10,,200910,200911,200912,201001,201002,201003
2009-09-15,O,2009-09-14 19:00:00,2009-09-15 17:00:00,2009-09-15 11:28:00,2009-09-15 11:30:00,9,,200910,200911,200912,201001,201002,201003
2009-09-16,O,2009-09-15 19:00:00,2009-09-16 17:00:00,2009-09-16 11:28:00,2009-09-16 11:30:00,8,,200910,200911,200912,201001,201002,201003
2009-09-17,O,2009-09-16 19:00:00,2009-09-17 17:00:00,2009-09-17 11:28:00,2009-09-17 11:30:00,7,,200910,200911,200912,201001,201002,201003
2009-09-18,O,2009-09-17 19:00:00,2009-09-18 17:00:00,2009-09-18 11:28:00,2009-09-18 11:30:00,6,,200910,200911,200912,201001,201002,201003
2009-09-21,O,2009-09-20 18:00:00,2009-09-21 17:00:00,2009-09-21 11:28:00,2009-09-21 11:30:00,5,,200910,200911,200912,201001,201002,201003
2009-09-22,O,2009-09-21 19:00:00,2009-09-22 17:00:00,2009-09-22 11:28:00,2009-09-22 11:30:00,4,,200910,200911,200912,201001,201002,201003
2009-09-23,O,2009-09-22 19:00:00,2009-09-23 17:00:00,2009-09-23 11:28:00,2009-09-23 11:30:00,3,,200910,200911,200912,201001,201002,201003
2009-09-24,O,2009-09-23 19:00:00,2009-09-24 17:00:00,2009-09-24 11:28:00,2009-09-24 11:30:00,2,,200910,200911,200912,201001,201002,201003
2009-09-25,O,2009-09-24 19:00:00,2009-09-25 17:00:00,2009-09-25 11:28:00,2009-09-25 11:30:00,1,,200910,200911,200912,201001,201002,201003
2009-09-28,O,2009-09-27 18:00:00,2009-09-28 17:00:00,2009-09-28 11:28:00,2009-09-28 11:30:00,0,,200910,200911,200912,201001,201002,201003
2009-09-29,O,2009-09-28 19:00:00,2009-09-29 17:00:00,2009-09-29 11:28:00,2009-09-29 11:30:00,22,200910,200911,200912,201001,201002,201003,201004
2009-09-30,O,2009-09-29 19:00:00,2009-09-30 17:00:00,2009-09-30 11:28:00,2009-09-30 11:30:00,21,200910,200911,200912,201001,201002,201003,201004
2009-10-01,O,2009-09-30 19:00:00,2009-10-01 17:00:00,2009-10-01 11:28:00,2009-10-01 11:30:00,20,200910,200911,200912,201001,201002,201003,201004
2009-10-02,O,2009-10-01 19:00:00,2009-10-02 17:00:00,2009-10-02 11:28:00,2009-10-02 11:30:00,19,200910,200911,200912,201001,201002,201003,201004
2009-10-05,O,2009-10-04 18:00:00,2009-10-05 17:00:00,2009-10-05 11:28:00,2009-10-05 11:30:00,18,200910,200911,200912,201001,201002,201003,201004
2009-10-06,O,2009-10-05 19:00:00,2009-10-06 17:00:00,2009-10-06 11:28:00,2009-10-06 11:30:00,17,200910,200911,200912,201001,201002,201003,201004
2009-10-07,O,2009-10-06 19:00:00,2009-10-07 17:00:00,2009-10-07 11:28:00,2009-10-07 11:30:00,16,200910,200911,200912,201001,201002,201003,201004
2009-10-08,O,2009-10-07 19:00:00,2009-10-08 17:00:00,2009-10-08 11:28:00,2009-10-08 11:30:00,15,200910,200911,200912,201001,201002,201003,201004
2009-10-09,O,2009-10-08 19:00:00,2009-10-09 17:00:00,2009-10-09 11:28:00,2009-10-09 11:30:00,14,200910,200911,200912,201001,201002,201003,201004
2009-10-12,O,2009-10-11 18:00:00,2009-10-12 17:00:00,2009-10-12 11:28:00,2009-10-12 11:30:00,13,200910,200911,200912,201001,201002,201003,201004
2009-10-13,O,2009-10-12 19:00:00,2009-10-13 17:00:00,2009-10-13 11:28:00,2009-10-13 11:30:00,12,,200911,200912,201001,201002,201003,201004
2009-10-14,O,2009-10-13 19:00:00,2009-10-14 17:00:00,2009-10-14 11:28:00,2009-10-14 11:30:00,11,,200911,200912,201001,201002,201003,201004
2009-10-15,O,2009-10-14 19:00:00,2009-10-15 17:00:00,2009-10-15 11:28:00,2009-10-15 11:30:00,10,,200911,200912,201001,201002,201003,201004
2009-10-16,O,2009-10-15 19:00:00,2009-10-16 17:00:00,2009-10-16 11:28:00,2009-10-16 11:30:00,9,,200911,200912,201001,201002,201003,201004
2009-10-19,O,2009-10-18 18:00:00,2009-10-19 17:00:00,2009-10-19 11:28:00,2009-10-19 11:30:00,8,,200911,200912,201001,201002,201003,201004
2009-10-20,O,2009-10-19 19:00:00,2009-10-20 17:00:00,2009-10-20 11:28:00,2009-10-20 11:30:00,7,,200911,200912,201001,201002,201003,201004
2009-10-21,O,2009-10-20 19:00:00,2009-10-21 17:00:00,2009-10-21 11:28:00,2009-10-21 11:30:00,6,,200911,200912,201001,201002,201003,201004
2009-10-22,O,2009-10-21 19:00:00,2009-10-22 17:00:00,2009-10-22 11:28:00,2009-10-22 11:30:00,5,,200911,200912,201001,201002,201003,201004
2009-10-23,O,2009-10-22 19:00:00,2009-10-23 17:00:00,2009-10-23 11:28:00,2009-10-23 11:30:00,4,,200911,200912,201001,201002,201003,201004
2009-10-26,O,2009-10-25 19:00:00,2009-10-26 18:00:00,2009-10-26 12:28:00,2009-10-26 12:30:00,3,,200911,200912,201001,201002,201003,201004
2009-10-27,O,2009-10-26 20:00:00,2009-10-27 18:00:00,2009-10-27 12:28:00,2009-10-27 12:30:00,2,,200911,200912,201001,201002,201003,201004
2009-10-28,O,2009-10-27 20:00:00,2009-10-28 18:00:00,2009-10-28 12:28:00,2009-10-28 12:30:00,1,,200911,200912,201001,201002,201003,201004
2009-10-29,O,2009-10-28 20:00:00,2009-10-29 18:00:00,2009-10-29 12:28:00,2009-10-29 12:30:00,0,,200911,200912,201001,201002,201003,201004
2009-10-30,O,2009-10-29 20:00:00,2009-10-30 18:00:00,2009-10-30 12:28:00,2009-10-30 12:30:00,19,200911,200912,201001,201002,201003,201004,201005
2009-11-02,O,2009-11-01 18:00:00,2009-11-02 17:00:00,2009-11-02 11:28:00,2009-11-02 11:30:00,18,200911,200912,201001,201002,201003,201004,201005
2009-11-03,O,2009-11-02 19:00:00,2009-11-03 17:00:00,2009-11-03 11:28:00,2009-11-03 11:30:00,17,200911,200912,201001,201002,201003,201004,201005
2009-11-04,O,2009-11-03 19:00:00,2009-11-04 17:00:00,2009-11-04 11:28:00,2009-11-04 11:30:00,16,200911,200912,201001,201002,201003,201004,201005
