date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,EuroStoxx600_N0,EuroStoxx600_N1,EuroStoxx600_N2,EuroStoxx600_N3,EuroStoxx600_N4,EuroStoxx600_N5,EuroStoxx600_N6
1994-06-06,O,1994-06-06 01:50:00,1994-06-06 16:00:00,1994-06-06 11:29:00,1994-06-06 11:30:00,4092,,,,,,,
1994-06-07,O,1994-06-07 01:50:00,1994-06-07 16:00:00,1994-06-07 11:29:00,1994-06-07 11:30:00,4091,,,,,,,
1994-06-08,O,1994-06-08 01:50:00,1994-06-08 16:00:00,1994-06-08 11:29:00,1994-06-08 11:30:00,4090,,,,,,,
1994-06-09,O,1994-06-09 01:50:00,1994-06-09 16:00:00,1994-06-09 11:29:00,1994-06-09 11:30:00,4089,,,,,,,
1994-06-10,O,1994-06-10 01:50:00,1994-06-10 16:00:00,1994-06-10 11:29:00,1994-06-10 11:30:00,4088,,,,,,,
1994-06-13,O,1994-06-13 01:50:00,1994-06-13 16:00:00,1994-06-13 11:29:00,1994-06-13 11:30:00,4087,,,,,,,
1994-06-14,O,1994-06-14 01:50:00,1994-06-14 16:00:00,1994-06-14 11:29:00,1994-06-14 11:30:00,4086,,,,,,,
1994-06-15,O,1994-06-15 01:50:00,1994-06-15 16:00:00,1994-06-15 11:29:00,1994-06-15 11:30:00,4085,,,,,,,
1994-06-16,O,1994-06-16 01:50:00,1994-06-16 16:00:00,1994-06-16 11:29:00,1994-06-16 11:30:00,4084,,,,,,,
1994-06-17,O,1994-06-17 01:50:00,1994-06-17 16:00:00,1994-06-17 11:29:00,1994-06-17 11:30:00,4083,,,,,,,
1994-06-20,O,1994-06-20 01:50:00,1994-06-20 16:00:00,1994-06-20 11:29:00,1994-06-20 11:30:00,4082,,,,,,,
1994-06-21,O,1994-06-21 01:50:00,1994-06-21 16:00:00,1994-06-21 11:29:00,1994-06-21 11:30:00,4081,,,,,,,
1994-06-22,O,1994-06-22 01:50:00,1994-06-22 16:00:00,1994-06-22 11:29:00,1994-06-22 11:30:00,4080,,,,,,,
1994-06-23,O,1994-06-23 01:50:00,1994-06-23 16:00:00,1994-06-23 11:29:00,1994-06-23 11:30:00,4079,,,,,,,
1994-06-24,O,1994-06-24 01:50:00,1994-06-24 16:00:00,1994-06-24 11:29:00,1994-06-24 11:30:00,4078,,,,,,,
1994-06-27,O,1994-06-27 01:50:00,1994-06-27 16:00:00,1994-06-27 11:29:00,1994-06-27 11:30:00,4077,,,,,,,
1994-06-28,O,1994-06-28 01:50:00,1994-06-28 16:00:00,1994-06-28 11:29:00,1994-06-28 11:30:00,4076,,,,,,,
1994-06-29,O,1994-06-29 01:50:00,1994-06-29 16:00:00,1994-06-29 11:29:00,1994-06-29 11:30:00,4075,,,,,,,
1994-06-30,O,1994-06-30 01:50:00,1994-06-30 16:00:00,1994-06-30 11:29:00,1994-06-30 11:30:00,4074,,,,,,,
1994-07-01,O,1994-07-01 01:50:00,1994-07-01 16:00:00,1994-07-01 11:29:00,1994-07-01 11:30:00,4073,,,,,,,
1994-07-04,O,1994-07-04 01:50:00,1994-07-04 16:00:00,1994-07-04 11:29:00,1994-07-04 11:30:00,4072,,,,,,,
1994-07-05,O,1994-07-05 01:50:00,1994-07-05 16:00:00,1994-07-05 11:29:00,1994-07-05 11:30:00,4071,,,,,,,
1994-07-06,O,1994-07-06 01:50:00,1994-07-06 16:00:00,1994-07-06 11:29:00,1994-07-06 11:30:00,4070,,,,,,,
1994-07-07,O,1994-07-07 01:50:00,1994-07-07 16:00:00,1994-07-07 11:29:00,1994-07-07 11:30:00,4069,,,,,,,
1994-07-08,O,1994-07-08 01:50:00,1994-07-08 16:00:00,1994-07-08 11:29:00,1994-07-08 11:30:00,4068,,,,,,,
1994-07-11,O,1994-07-11 01:50:00,1994-07-11 16:00:00,1994-07-11 11:29:00,1994-07-11 11:30:00,4067,,,,,,,
1994-07-12,O,1994-07-12 01:50:00,1994-07-12 16:00:00,1994-07-12 11:29:00,1994-07-12 11:30:00,4066,,,,,,,
1994-07-13,O,1994-07-13 01:50:00,1994-07-13 16:00:00,1994-07-13 11:29:00,1994-07-13 11:30:00,4065,,,,,,,
1994-07-14,O,1994-07-14 01:50:00,1994-07-14 16:00:00,1994-07-14 11:29:00,1994-07-14 11:30:00,4064,,,,,,,
1994-07-15,O,1994-07-15 01:50:00,1994-07-15 16:00:00,1994-07-15 11:29:00,1994-07-15 11:30:00,4063,,,,,,,
1994-07-18,O,1994-07-18 01:50:00,1994-07-18 16:00:00,1994-07-18 11:29:00,1994-07-18 11:30:00,4062,,,,,,,
1994-07-19,O,1994-07-19 01:50:00,1994-07-19 16:00:00,1994-07-19 11:29:00,1994-07-19 11:30:00,4061,,,,,,,
1994-07-20,O,1994-07-20 01:50:00,1994-07-20 16:00:00,1994-07-20 11:29:00,1994-07-20 11:30:00,4060,,,,,,,
1994-07-21,O,1994-07-21 01:50:00,1994-07-21 16:00:00,1994-07-21 11:29:00,1994-07-21 11:30:00,4059,,,,,,,
1994-07-22,O,1994-07-22 01:50:00,1994-07-22 16:00:00,1994-07-22 11:29:00,1994-07-22 11:30:00,4058,,,,,,,
1994-07-25,O,1994-07-25 01:50:00,1994-07-25 16:00:00,1994-07-25 11:29:00,1994-07-25 11:30:00,4057,,,,,,,
1994-07-26,O,1994-07-26 01:50:00,1994-07-26 16:00:00,1994-07-26 11:29:00,1994-07-26 11:30:00,4056,,,,,,,
1994-07-27,O,1994-07-27 01:50:00,1994-07-27 16:00:00,1994-07-27 11:29:00,1994-07-27 11:30:00,4055,,,,,,,
1994-07-28,O,1994-07-28 01:50:00,1994-07-28 16:00:00,1994-07-28 11:29:00,1994-07-28 11:30:00,4054,,,,,,,
1994-07-29,O,1994-07-29 01:50:00,1994-07-29 16:00:00,1994-07-29 11:29:00,1994-07-29 11:30:00,4053,,,,,,,
1994-08-01,O,1994-08-01 01:50:00,1994-08-01 16:00:00,1994-08-01 11:29:00,1994-08-01 11:30:00,4052,,,,,,,
1994-08-02,O,1994-08-02 01:50:00,1994-08-02 16:00:00,1994-08-02 11:29:00,1994-08-02 11:30:00,4051,,,,,,,
1994-08-03,O,1994-08-03 01:50:00,1994-08-03 16:00:00,1994-08-03 11:29:00,1994-08-03 11:30:00,4050,,,,,,,
1994-08-04,O,1994-08-04 01:50:00,1994-08-04 16:00:00,1994-08-04 11:29:00,1994-08-04 11:30:00,4049,,,,,,,
1994-08-05,O,1994-08-05 01:50:00,1994-08-05 16:00:00,1994-08-05 11:29:00,1994-08-05 11:30:00,4048,,,,,,,
1994-08-08,O,1994-08-08 01:50:00,1994-08-08 16:00:00,1994-08-08 11:29:00,1994-08-08 11:30:00,4047,,,,,,,
1994-08-09,O,1994-08-09 01:50:00,1994-08-09 16:00:00,1994-08-09 11:29:00,1994-08-09 11:30:00,4046,,,,,,,
1994-08-10,O,1994-08-10 01:50:00,1994-08-10 16:00:00,1994-08-10 11:29:00,1994-08-10 11:30:00,4045,,,,,,,
1994-08-11,O,1994-08-11 01:50:00,1994-08-11 16:00:00,1994-08-11 11:29:00,1994-08-11 11:30:00,4044,,,,,,,
1994-08-12,O,1994-08-12 01:50:00,1994-08-12 16:00:00,1994-08-12 11:29:00,1994-08-12 11:30:00,4043,,,,,,,
1994-08-15,O,1994-08-15 01:50:00,1994-08-15 16:00:00,1994-08-15 11:29:00,1994-08-15 11:30:00,4042,,,,,,,
1994-08-16,O,1994-08-16 01:50:00,1994-08-16 16:00:00,1994-08-16 11:29:00,1994-08-16 11:30:00,4041,,,,,,,
1994-08-17,O,1994-08-17 01:50:00,1994-08-17 16:00:00,1994-08-17 11:29:00,1994-08-17 11:30:00,4040,,,,,,,
1994-08-18,O,1994-08-18 01:50:00,1994-08-18 16:00:00,1994-08-18 11:29:00,1994-08-18 11:30:00,4039,,,,,,,
1994-08-19,O,1994-08-19 01:50:00,1994-08-19 16:00:00,1994-08-19 11:29:00,1994-08-19 11:30:00,4038,,,,,,,
1994-08-22,O,1994-08-22 01:50:00,1994-08-22 16:00:00,1994-08-22 11:29:00,1994-08-22 11:30:00,4037,,,,,,,
1994-08-23,O,1994-08-23 01:50:00,1994-08-23 16:00:00,1994-08-23 11:29:00,1994-08-23 11:30:00,4036,,,,,,,
1994-08-24,O,1994-08-24 01:50:00,1994-08-24 16:00:00,1994-08-24 11:29:00,1994-08-24 11:30:00,4035,,,,,,,
1994-08-25,O,1994-08-25 01:50:00,1994-08-25 16:00:00,1994-08-25 11:29:00,1994-08-25 11:30:00,4034,,,,,,,
1994-08-26,O,1994-08-26 01:50:00,1994-08-26 16:00:00,1994-08-26 11:29:00,1994-08-26 11:30:00,4033,,,,,,,
1994-08-29,O,1994-08-29 01:50:00,1994-08-29 16:00:00,1994-08-29 11:29:00,1994-08-29 11:30:00,4032,,,,,,,
1994-08-30,O,1994-08-30 01:50:00,1994-08-30 16:00:00,1994-08-30 11:29:00,1994-08-30 11:30:00,4031,,,,,,,
1994-08-31,O,1994-08-31 01:50:00,1994-08-31 16:00:00,1994-08-31 11:29:00,1994-08-31 11:30:00,4030,,,,,,,
1994-09-01,O,1994-09-01 01:50:00,1994-09-01 16:00:00,1994-09-01 11:29:00,1994-09-01 11:30:00,4029,,,,,,,
1994-09-02,O,1994-09-02 01:50:00,1994-09-02 16:00:00,1994-09-02 11:29:00,1994-09-02 11:30:00,4028,,,,,,,
1994-09-05,O,1994-09-05 01:50:00,1994-09-05 16:00:00,1994-09-05 11:29:00,1994-09-05 11:30:00,4027,,,,,,,
1994-09-06,O,1994-09-06 01:50:00,1994-09-06 16:00:00,1994-09-06 11:29:00,1994-09-06 11:30:00,4026,,,,,,,
1994-09-07,O,1994-09-07 01:50:00,1994-09-07 16:00:00,1994-09-07 11:29:00,1994-09-07 11:30:00,4025,,,,,,,
1994-09-08,O,1994-09-08 01:50:00,1994-09-08 16:00:00,1994-09-08 11:29:00,1994-09-08 11:30:00,4024,,,,,,,
1994-09-09,O,1994-09-09 01:50:00,1994-09-09 16:00:00,1994-09-09 11:29:00,1994-09-09 11:30:00,4023,,,,,,,
1994-09-12,O,1994-09-12 01:50:00,1994-09-12 16:00:00,1994-09-12 11:29:00,1994-09-12 11:30:00,4022,,,,,,,
1994-09-13,O,1994-09-13 01:50:00,1994-09-13 16:00:00,1994-09-13 11:29:00,1994-09-13 11:30:00,4021,,,,,,,
1994-09-14,O,1994-09-14 01:50:00,1994-09-14 16:00:00,1994-09-14 11:29:00,1994-09-14 11:30:00,4020,,,,,,,
1994-09-15,O,1994-09-15 01:50:00,1994-09-15 16:00:00,1994-09-15 11:29:00,1994-09-15 11:30:00,4019,,,,,,,
1994-09-16,O,1994-09-16 01:50:00,1994-09-16 16:00:00,1994-09-16 11:29:00,1994-09-16 11:30:00,4018,,,,,,,
1994-09-19,O,1994-09-19 01:50:00,1994-09-19 16:00:00,1994-09-19 11:29:00,1994-09-19 11:30:00,4017,,,,,,,
1994-09-20,O,1994-09-20 01:50:00,1994-09-20 16:00:00,1994-09-20 11:29:00,1994-09-20 11:30:00,4016,,,,,,,
1994-09-21,O,1994-09-21 01:50:00,1994-09-21 16:00:00,1994-09-21 11:29:00,1994-09-21 11:30:00,4015,,,,,,,
1994-09-22,O,1994-09-22 01:50:00,1994-09-22 16:00:00,1994-09-22 11:29:00,1994-09-22 11:30:00,4014,,,,,,,
1994-09-23,O,1994-09-23 01:50:00,1994-09-23 16:00:00,1994-09-23 11:29:00,1994-09-23 11:30:00,4013,,,,,,,
1994-09-26,O,1994-09-26 01:50:00,1994-09-26 16:00:00,1994-09-26 11:29:00,1994-09-26 11:30:00,4012,,,,,,,
1994-09-27,O,1994-09-27 01:50:00,1994-09-27 16:00:00,1994-09-27 11:29:00,1994-09-27 11:30:00,4011,,,,,,,
1994-09-28,O,1994-09-28 01:50:00,1994-09-28 16:00:00,1994-09-28 11:29:00,1994-09-28 11:30:00,4010,,,,,,,
1994-09-29,O,1994-09-29 01:50:00,1994-09-29 16:00:00,1994-09-29 11:29:00,1994-09-29 11:30:00,4009,,,,,,,
1994-09-30,O,1994-09-30 01:50:00,1994-09-30 16:00:00,1994-09-30 11:29:00,1994-09-30 11:30:00,4008,,,,,,,
1994-10-03,O,1994-10-03 01:50:00,1994-10-03 16:00:00,1994-10-03 11:29:00,1994-10-03 11:30:00,4007,,,,,,,
1994-10-04,O,1994-10-04 01:50:00,1994-10-04 16:00:00,1994-10-04 11:29:00,1994-10-04 11:30:00,4006,,,,,,,
1994-10-05,O,1994-10-05 01:50:00,1994-10-05 16:00:00,1994-10-05 11:29:00,1994-10-05 11:30:00,4005,,,,,,,
1994-10-06,O,1994-10-06 01:50:00,1994-10-06 16:00:00,1994-10-06 11:29:00,1994-10-06 11:30:00,4004,,,,,,,
1994-10-07,O,1994-10-07 01:50:00,1994-10-07 16:00:00,1994-10-07 11:29:00,1994-10-07 11:30:00,4003,,,,,,,
1994-10-10,O,1994-10-10 01:50:00,1994-10-10 16:00:00,1994-10-10 11:29:00,1994-10-10 11:30:00,4002,,,,,,,
1994-10-11,O,1994-10-11 01:50:00,1994-10-11 16:00:00,1994-10-11 11:29:00,1994-10-11 11:30:00,4001,,,,,,,
1994-10-12,O,1994-10-12 01:50:00,1994-10-12 16:00:00,1994-10-12 11:29:00,1994-10-12 11:30:00,4000,,,,,,,
1994-10-13,O,1994-10-13 01:50:00,1994-10-13 16:00:00,1994-10-13 11:29:00,1994-10-13 11:30:00,3999,,,,,,,
1994-10-14,O,1994-10-14 01:50:00,1994-10-14 16:00:00,1994-10-14 11:29:00,1994-10-14 11:30:00,3998,,,,,,,
1994-10-17,O,1994-10-17 01:50:00,1994-10-17 16:00:00,1994-10-17 11:29:00,1994-10-17 11:30:00,3997,,,,,,,
1994-10-18,O,1994-10-18 01:50:00,1994-10-18 16:00:00,1994-10-18 11:29:00,1994-10-18 11:30:00,3996,,,,,,,
1994-10-19,O,1994-10-19 01:50:00,1994-10-19 16:00:00,1994-10-19 11:29:00,1994-10-19 11:30:00,3995,,,,,,,
1994-10-20,O,1994-10-20 01:50:00,1994-10-20 16:00:00,1994-10-20 11:29:00,1994-10-20 11:30:00,3994,,,,,,,
1994-10-21,O,1994-10-21 01:50:00,1994-10-21 16:00:00,1994-10-21 11:29:00,1994-10-21 11:30:00,3993,,,,,,,
1994-10-24,O,1994-10-24 01:50:00,1994-10-24 16:00:00,1994-10-24 11:29:00,1994-10-24 11:30:00,3992,,,,,,,
1994-10-25,O,1994-10-25 01:50:00,1994-10-25 16:00:00,1994-10-25 11:29:00,1994-10-25 11:30:00,3991,,,,,,,
1994-10-26,O,1994-10-26 01:50:00,1994-10-26 16:00:00,1994-10-26 11:29:00,1994-10-26 11:30:00,3990,,,,,,,
1994-10-27,O,1994-10-27 01:50:00,1994-10-27 16:00:00,1994-10-27 11:29:00,1994-10-27 11:30:00,3989,,,,,,,
1994-10-28,O,1994-10-28 01:50:00,1994-10-28 16:00:00,1994-10-28 11:29:00,1994-10-28 11:30:00,3988,,,,,,,
1994-10-31,O,1994-10-31 01:50:00,1994-10-31 16:00:00,1994-10-31 11:29:00,1994-10-31 11:30:00,3987,,,,,,,
1994-11-01,O,1994-11-01 01:50:00,1994-11-01 16:00:00,1994-11-01 11:29:00,1994-11-01 11:30:00,3986,,,,,,,
1994-11-02,O,1994-11-02 01:50:00,1994-11-02 16:00:00,1994-11-02 11:29:00,1994-11-02 11:30:00,3985,,,,,,,
1994-11-03,O,1994-11-03 01:50:00,1994-11-03 16:00:00,1994-11-03 11:29:00,1994-11-03 11:30:00,3984,,,,,,,
1994-11-04,O,1994-11-04 01:50:00,1994-11-04 16:00:00,1994-11-04 11:29:00,1994-11-04 11:30:00,3983,,,,,,,
1994-11-07,O,1994-11-07 01:50:00,1994-11-07 16:00:00,1994-11-07 11:29:00,1994-11-07 11:30:00,3982,,,,,,,
1994-11-08,O,1994-11-08 01:50:00,1994-11-08 16:00:00,1994-11-08 11:29:00,1994-11-08 11:30:00,3981,,,,,,,
1994-11-09,O,1994-11-09 01:50:00,1994-11-09 16:00:00,1994-11-09 11:29:00,1994-11-09 11:30:00,3980,,,,,,,
1994-11-10,O,1994-11-10 01:50:00,1994-11-10 16:00:00,1994-11-10 11:29:00,1994-11-10 11:30:00,3979,,,,,,,
1994-11-11,O,1994-11-11 01:50:00,1994-11-11 16:00:00,1994-11-11 11:29:00,1994-11-11 11:30:00,3978,,,,,,,
1994-11-14,O,1994-11-14 01:50:00,1994-11-14 16:00:00,1994-11-14 11:29:00,1994-11-14 11:30:00,3977,,,,,,,
1994-11-15,O,1994-11-15 01:50:00,1994-11-15 16:00:00,1994-11-15 11:29:00,1994-11-15 11:30:00,3976,,,,,,,
1994-11-16,O,1994-11-16 01:50:00,1994-11-16 16:00:00,1994-11-16 11:29:00,1994-11-16 11:30:00,3975,,,,,,,
1994-11-17,O,1994-11-17 01:50:00,1994-11-17 16:00:00,1994-11-17 11:29:00,1994-11-17 11:30:00,3974,,,,,,,
1994-11-18,O,1994-11-18 01:50:00,1994-11-18 16:00:00,1994-11-18 11:29:00,1994-11-18 11:30:00,3973,,,,,,,
1994-11-21,O,1994-11-21 01:50:00,1994-11-21 16:00:00,1994-11-21 11:29:00,1994-11-21 11:30:00,3972,,,,,,,
1994-11-22,O,1994-11-22 01:50:00,1994-11-22 16:00:00,1994-11-22 11:29:00,1994-11-22 11:30:00,3971,,,,,,,
1994-11-23,O,1994-11-23 01:50:00,1994-11-23 16:00:00,1994-11-23 11:29:00,1994-11-23 11:30:00,3970,,,,,,,
1994-11-24,O,1994-11-24 01:50:00,1994-11-24 16:00:00,1994-11-24 11:29:00,1994-11-24 11:30:00,3969,,,,,,,
1994-11-25,O,1994-11-25 01:50:00,1994-11-25 16:00:00,1994-11-25 11:29:00,1994-11-25 11:30:00,3968,,,,,,,
1994-11-28,O,1994-11-28 01:50:00,1994-11-28 16:00:00,1994-11-28 11:29:00,1994-11-28 11:30:00,3967,,,,,,,
1994-11-29,O,1994-11-29 01:50:00,1994-11-29 16:00:00,1994-11-29 11:29:00,1994-11-29 11:30:00,3966,,,,,,,
1994-11-30,O,1994-11-30 01:50:00,1994-11-30 16:00:00,1994-11-30 11:29:00,1994-11-30 11:30:00,3965,,,,,,,
1994-12-01,O,1994-12-01 01:50:00,1994-12-01 16:00:00,1994-12-01 11:29:00,1994-12-01 11:30:00,3964,,,,,,,
1994-12-02,O,1994-12-02 01:50:00,1994-12-02 16:00:00,1994-12-02 11:29:00,1994-12-02 11:30:00,3963,,,,,,,
1994-12-05,O,1994-12-05 01:50:00,1994-12-05 16:00:00,1994-12-05 11:29:00,1994-12-05 11:30:00,3962,,,,,,,
1994-12-06,O,1994-12-06 01:50:00,1994-12-06 16:00:00,1994-12-06 11:29:00,1994-12-06 11:30:00,3961,,,,,,,
1994-12-07,O,1994-12-07 01:50:00,1994-12-07 16:00:00,1994-12-07 11:29:00,1994-12-07 11:30:00,3960,,,,,,,
1994-12-08,O,1994-12-08 01:50:00,1994-12-08 16:00:00,1994-12-08 11:29:00,1994-12-08 11:30:00,3959,,,,,,,
1994-12-09,O,1994-12-09 01:50:00,1994-12-09 16:00:00,1994-12-09 11:29:00,1994-12-09 11:30:00,3958,,,,,,,
1994-12-12,O,1994-12-12 01:50:00,1994-12-12 16:00:00,1994-12-12 11:29:00,1994-12-12 11:30:00,3957,,,,,,,
1994-12-13,O,1994-12-13 01:50:00,1994-12-13 16:00:00,1994-12-13 11:29:00,1994-12-13 11:30:00,3956,,,,,,,
