date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,LondonSugar_N0,LondonSugar_N1,LondonSugar_N2,LondonSugar_N3,LondonSugar_N4,LondonSugar_N5,LondonSugar_N6
1992-01-21,O,1992-01-21 04:45:00,1992-01-21 13:00:00,1992-01-21 12:53:00,1992-01-21 12:55:00,8,,199203,199205,199208,199210,199212,199303
1992-01-22,O,1992-01-22 04:45:00,1992-01-22 13:00:00,1992-01-22 12:53:00,1992-01-22 12:55:00,7,,199203,199205,199208,199210,199212,199303
1992-01-23,O,1992-01-23 04:45:00,1992-01-23 13:00:00,1992-01-23 12:53:00,1992-01-23 12:55:00,6,,199203,199205,199208,199210,199212,199303
1992-01-24,O,1992-01-24 04:45:00,1992-01-24 13:00:00,1992-01-24 12:53:00,1992-01-24 12:55:00,5,,199203,199205,199208,199210,199212,199303
1992-01-27,O,1992-01-27 04:45:00,1992-01-27 13:00:00,1992-01-27 12:53:00,1992-01-27 12:55:00,4,,199203,199205,199208,199210,199212,199303
1992-01-28,O,1992-01-28 04:45:00,1992-01-28 13:00:00,1992-01-28 12:53:00,1992-01-28 12:55:00,3,,199203,199205,199208,199210,199212,199303
1992-01-29,O,1992-01-29 04:45:00,1992-01-29 13:00:00,1992-01-29 12:53:00,1992-01-29 12:55:00,2,,199203,199205,199208,199210,199212,199303
1992-01-30,O,1992-01-30 04:45:00,1992-01-30 13:00:00,1992-01-30 12:53:00,1992-01-30 12:55:00,1,,199203,199205,199208,199210,199212,199303
1992-01-31,O,1992-01-31 04:45:00,1992-01-31 13:00:00,1992-01-31 12:53:00,1992-01-31 12:55:00,0,,199203,199205,199208,199210,199212,199303
1992-02-03,O,1992-02-03 04:45:00,1992-02-03 13:00:00,1992-02-03 12:53:00,1992-02-03 12:55:00,42,199203,199205,199208,199210,199212,199303,199305
1992-02-04,O,1992-02-04 04:45:00,1992-02-04 13:00:00,1992-02-04 12:53:00,1992-02-04 12:55:00,41,199203,199205,199208,199210,199212,199303,199305
1992-02-05,O,1992-02-05 04:45:00,1992-02-05 13:00:00,1992-02-05 12:53:00,1992-02-05 12:55:00,40,199203,199205,199208,199210,199212,199303,199305
1992-02-06,O,1992-02-06 04:45:00,1992-02-06 13:00:00,1992-02-06 12:53:00,1992-02-06 12:55:00,39,199203,199205,199208,199210,199212,199303,199305
1992-02-07,O,1992-02-07 04:45:00,1992-02-07 13:00:00,1992-02-07 12:53:00,1992-02-07 12:55:00,38,199203,199205,199208,199210,199212,199303,199305
1992-02-10,O,1992-02-10 04:45:00,1992-02-10 13:00:00,1992-02-10 12:53:00,1992-02-10 12:55:00,37,199203,199205,199208,199210,199212,199303,199305
1992-02-11,O,1992-02-11 04:45:00,1992-02-11 13:00:00,1992-02-11 12:53:00,1992-02-11 12:55:00,36,199203,199205,199208,199210,199212,199303,199305
1992-02-12,O,1992-02-12 04:45:00,1992-02-12 13:00:00,1992-02-12 12:53:00,1992-02-12 12:55:00,35,199203,199205,199208,199210,199212,199303,199305
1992-02-13,O,1992-02-13 04:45:00,1992-02-13 13:00:00,1992-02-13 12:53:00,1992-02-13 12:55:00,34,199203,199205,199208,199210,199212,199303,199305
1992-02-14,O,1992-02-14 04:45:00,1992-02-14 13:00:00,1992-02-14 12:53:00,1992-02-14 12:55:00,33,199203,199205,199208,199210,199212,199303,199305
1992-02-17,O,1992-02-17 04:45:00,1992-02-17 13:00:00,1992-02-17 12:53:00,1992-02-17 12:55:00,32,,199205,199208,199210,199212,199303,199305
1992-02-18,O,1992-02-18 04:45:00,1992-02-18 13:00:00,1992-02-18 12:53:00,1992-02-18 12:55:00,31,,199205,199208,199210,199212,199303,199305
1992-02-19,O,1992-02-19 04:45:00,1992-02-19 13:00:00,1992-02-19 12:53:00,1992-02-19 12:55:00,30,,199205,199208,199210,199212,199303,199305
1992-02-20,O,1992-02-20 04:45:00,1992-02-20 13:00:00,1992-02-20 12:53:00,1992-02-20 12:55:00,29,,199205,199208,199210,199212,199303,199305
1992-02-21,O,1992-02-21 04:45:00,1992-02-21 13:00:00,1992-02-21 12:53:00,1992-02-21 12:55:00,28,,199205,199208,199210,199212,199303,199305
1992-02-24,O,1992-02-24 04:45:00,1992-02-24 13:00:00,1992-02-24 12:53:00,1992-02-24 12:55:00,27,,199205,199208,199210,199212,199303,199305
1992-02-25,O,1992-02-25 04:45:00,1992-02-25 13:00:00,1992-02-25 12:53:00,1992-02-25 12:55:00,26,,199205,199208,199210,199212,199303,199305
1992-02-26,O,1992-02-26 04:45:00,1992-02-26 13:00:00,1992-02-26 12:53:00,1992-02-26 12:55:00,25,,199205,199208,199210,199212,199303,199305
1992-02-27,O,1992-02-27 04:45:00,1992-02-27 13:00:00,1992-02-27 12:53:00,1992-02-27 12:55:00,24,,199205,199208,199210,199212,199303,199305
1992-02-28,O,1992-02-28 04:45:00,1992-02-28 13:00:00,1992-02-28 12:53:00,1992-02-28 12:55:00,23,,199205,199208,199210,199212,199303,199305
1992-03-02,O,1992-03-02 04:45:00,1992-03-02 13:00:00,1992-03-02 12:53:00,1992-03-02 12:55:00,22,,199205,199208,199210,199212,199303,199305
1992-03-03,O,1992-03-03 04:45:00,1992-03-03 13:00:00,1992-03-03 12:53:00,1992-03-03 12:55:00,21,,199205,199208,199210,199212,199303,199305
1992-03-04,O,1992-03-04 04:45:00,1992-03-04 13:00:00,1992-03-04 12:53:00,1992-03-04 12:55:00,20,,199205,199208,199210,199212,199303,199305
1992-03-05,O,1992-03-05 04:45:00,1992-03-05 13:00:00,1992-03-05 12:53:00,1992-03-05 12:55:00,19,,199205,199208,199210,199212,199303,199305
1992-03-06,O,1992-03-06 04:45:00,1992-03-06 13:00:00,1992-03-06 12:53:00,1992-03-06 12:55:00,18,,199205,199208,199210,199212,199303,199305
1992-03-09,O,1992-03-09 04:45:00,1992-03-09 13:00:00,1992-03-09 12:53:00,1992-03-09 12:55:00,17,,199205,199208,199210,199212,199303,199305
1992-03-10,O,1992-03-10 04:45:00,1992-03-10 13:00:00,1992-03-10 12:53:00,1992-03-10 12:55:00,16,,199205,199208,199210,199212,199303,199305
1992-03-11,O,1992-03-11 04:45:00,1992-03-11 13:00:00,1992-03-11 12:53:00,1992-03-11 12:55:00,15,,199205,199208,199210,199212,199303,199305
1992-03-12,O,1992-03-12 04:45:00,1992-03-12 13:00:00,1992-03-12 12:53:00,1992-03-12 12:55:00,14,,199205,199208,199210,199212,199303,199305
1992-03-13,O,1992-03-13 04:45:00,1992-03-13 13:00:00,1992-03-13 12:53:00,1992-03-13 12:55:00,13,,199205,199208,199210,199212,199303,199305
1992-03-16,O,1992-03-16 04:45:00,1992-03-16 13:00:00,1992-03-16 12:53:00,1992-03-16 12:55:00,12,,199205,199208,199210,199212,199303,199305
1992-03-17,O,1992-03-17 04:45:00,1992-03-17 13:00:00,1992-03-17 12:53:00,1992-03-17 12:55:00,11,,199205,199208,199210,199212,199303,199305
1992-03-18,O,1992-03-18 04:45:00,1992-03-18 13:00:00,1992-03-18 12:53:00,1992-03-18 12:55:00,10,,199205,199208,199210,199212,199303,199305
1992-03-19,O,1992-03-19 04:45:00,1992-03-19 13:00:00,1992-03-19 12:53:00,1992-03-19 12:55:00,9,,199205,199208,199210,199212,199303,199305
1992-03-20,O,1992-03-20 04:45:00,1992-03-20 13:00:00,1992-03-20 12:53:00,1992-03-20 12:55:00,8,,199205,199208,199210,199212,199303,199305
1992-03-23,O,1992-03-23 04:45:00,1992-03-23 13:00:00,1992-03-23 12:53:00,1992-03-23 12:55:00,7,,199205,199208,199210,199212,199303,199305
1992-03-24,O,1992-03-24 04:45:00,1992-03-24 13:00:00,1992-03-24 12:53:00,1992-03-24 12:55:00,6,,199205,199208,199210,199212,199303,199305
1992-03-25,O,1992-03-25 04:45:00,1992-03-25 13:00:00,1992-03-25 12:53:00,1992-03-25 12:55:00,5,,199205,199208,199210,199212,199303,199305
1992-03-26,O,1992-03-26 04:45:00,1992-03-26 13:00:00,1992-03-26 12:53:00,1992-03-26 12:55:00,4,,199205,199208,199210,199212,199303,199305
1992-03-27,O,1992-03-27 04:45:00,1992-03-27 13:00:00,1992-03-27 12:53:00,1992-03-27 12:55:00,3,,199205,199208,199210,199212,199303,199305
1992-03-30,O,1992-03-30 03:45:00,1992-03-30 12:00:00,1992-03-30 11:53:00,1992-03-30 11:55:00,2,,199205,199208,199210,199212,199303,199305
1992-03-31,O,1992-03-31 03:45:00,1992-03-31 12:00:00,1992-03-31 11:53:00,1992-03-31 11:55:00,1,,199205,199208,199210,199212,199303,199305
1992-04-01,O,1992-04-01 03:45:00,1992-04-01 12:00:00,1992-04-01 11:53:00,1992-04-01 11:55:00,0,,199205,199208,199210,199212,199303,199305
1992-04-02,O,1992-04-02 03:45:00,1992-04-02 12:00:00,1992-04-02 11:53:00,1992-04-02 11:55:00,50,199205,199208,199210,199212,199303,199305,199308
1992-04-03,O,1992-04-03 03:45:00,1992-04-03 12:00:00,1992-04-03 11:53:00,1992-04-03 11:55:00,49,199205,199208,199210,199212,199303,199305,199308
1992-04-06,O,1992-04-06 04:45:00,1992-04-06 13:00:00,1992-04-06 12:53:00,1992-04-06 12:55:00,48,199205,199208,199210,199212,199303,199305,199308
1992-04-07,O,1992-04-07 04:45:00,1992-04-07 13:00:00,1992-04-07 12:53:00,1992-04-07 12:55:00,47,199205,199208,199210,199212,199303,199305,199308
1992-04-08,O,1992-04-08 04:45:00,1992-04-08 13:00:00,1992-04-08 12:53:00,1992-04-08 12:55:00,46,199205,199208,199210,199212,199303,199305,199308
1992-04-09,O,1992-04-09 04:45:00,1992-04-09 13:00:00,1992-04-09 12:53:00,1992-04-09 12:55:00,45,199205,199208,199210,199212,199303,199305,199308
1992-04-10,O,1992-04-10 04:45:00,1992-04-10 13:00:00,1992-04-10 12:53:00,1992-04-10 12:55:00,44,199205,199208,199210,199212,199303,199305,199308
1992-04-13,O,1992-04-13 04:45:00,1992-04-13 13:00:00,1992-04-13 12:53:00,1992-04-13 12:55:00,43,199205,199208,199210,199212,199303,199305,199308
1992-04-14,O,1992-04-14 04:45:00,1992-04-14 13:00:00,1992-04-14 12:53:00,1992-04-14 12:55:00,42,199205,199208,199210,199212,199303,199305,199308
1992-04-15,O,1992-04-15 04:45:00,1992-04-15 13:00:00,1992-04-15 12:53:00,1992-04-15 12:55:00,41,199205,199208,199210,199212,199303,199305,199308
1992-04-16,O,1992-04-16 04:45:00,1992-04-16 13:00:00,1992-04-16 12:53:00,1992-04-16 12:55:00,40,,199208,199210,199212,199303,199305,199308
1992-04-17,X,,,,,,,,,,,,
1992-04-20,X,,,,,,,,,,,,
1992-04-21,O,1992-04-21 04:45:00,1992-04-21 13:00:00,1992-04-21 12:53:00,1992-04-21 12:55:00,39,,199208,199210,199212,199303,199305,199308
1992-04-22,O,1992-04-22 04:45:00,1992-04-22 13:00:00,1992-04-22 12:53:00,1992-04-22 12:55:00,38,,199208,199210,199212,199303,199305,199308
1992-04-23,O,1992-04-23 04:45:00,1992-04-23 13:00:00,1992-04-23 12:53:00,1992-04-23 12:55:00,37,,199208,199210,199212,199303,199305,199308
1992-04-24,O,1992-04-24 04:45:00,1992-04-24 13:00:00,1992-04-24 12:53:00,1992-04-24 12:55:00,36,,199208,199210,199212,199303,199305,199308
1992-04-27,O,1992-04-27 04:45:00,1992-04-27 13:00:00,1992-04-27 12:53:00,1992-04-27 12:55:00,35,,199208,199210,199212,199303,199305,199308
1992-04-28,O,1992-04-28 04:45:00,1992-04-28 13:00:00,1992-04-28 12:53:00,1992-04-28 12:55:00,34,,199208,199210,199212,199303,199305,199308
1992-04-29,O,1992-04-29 04:45:00,1992-04-29 13:00:00,1992-04-29 12:53:00,1992-04-29 12:55:00,33,,199208,199210,199212,199303,199305,199308
1992-04-30,O,1992-04-30 04:45:00,1992-04-30 13:00:00,1992-04-30 12:53:00,1992-04-30 12:55:00,32,,199208,199210,199212,199303,199305,199308
1992-05-01,O,1992-05-01 04:45:00,1992-05-01 13:00:00,1992-05-01 12:53:00,1992-05-01 12:55:00,31,,199208,199210,199212,199303,199305,199308
1992-05-04,X,,,,,,,,,,,,
1992-05-05,O,1992-05-05 04:45:00,1992-05-05 13:00:00,1992-05-05 12:53:00,1992-05-05 12:55:00,30,,199208,199210,199212,199303,199305,199308
1992-05-06,O,1992-05-06 04:45:00,1992-05-06 13:00:00,1992-05-06 12:53:00,1992-05-06 12:55:00,29,,199208,199210,199212,199303,199305,199308
1992-05-07,O,1992-05-07 04:45:00,1992-05-07 13:00:00,1992-05-07 12:53:00,1992-05-07 12:55:00,28,,199208,199210,199212,199303,199305,199308
1992-05-08,O,1992-05-08 04:45:00,1992-05-08 13:00:00,1992-05-08 12:53:00,1992-05-08 12:55:00,27,,199208,199210,199212,199303,199305,199308
1992-05-11,O,1992-05-11 04:45:00,1992-05-11 13:00:00,1992-05-11 12:53:00,1992-05-11 12:55:00,26,,199208,199210,199212,199303,199305,199308
1992-05-12,O,1992-05-12 04:45:00,1992-05-12 13:00:00,1992-05-12 12:53:00,1992-05-12 12:55:00,25,,199208,199210,199212,199303,199305,199308
1992-05-13,O,1992-05-13 04:45:00,1992-05-13 13:00:00,1992-05-13 12:53:00,1992-05-13 12:55:00,24,,199208,199210,199212,199303,199305,199308
1992-05-14,O,1992-05-14 04:45:00,1992-05-14 13:00:00,1992-05-14 12:53:00,1992-05-14 12:55:00,23,,199208,199210,199212,199303,199305,199308
1992-05-15,O,1992-05-15 04:45:00,1992-05-15 13:00:00,1992-05-15 12:53:00,1992-05-15 12:55:00,22,,199208,199210,199212,199303,199305,199308
1992-05-18,O,1992-05-18 04:45:00,1992-05-18 13:00:00,1992-05-18 12:53:00,1992-05-18 12:55:00,21,,199208,199210,199212,199303,199305,199308
1992-05-19,O,1992-05-19 04:45:00,1992-05-19 13:00:00,1992-05-19 12:53:00,1992-05-19 12:55:00,20,,199208,199210,199212,199303,199305,199308
1992-05-20,O,1992-05-20 04:45:00,1992-05-20 13:00:00,1992-05-20 12:53:00,1992-05-20 12:55:00,19,,199208,199210,199212,199303,199305,199308
1992-05-21,O,1992-05-21 04:45:00,1992-05-21 13:00:00,1992-05-21 12:53:00,1992-05-21 12:55:00,18,,199208,199210,199212,199303,199305,199308
1992-05-22,O,1992-05-22 04:45:00,1992-05-22 13:00:00,1992-05-22 12:53:00,1992-05-22 12:55:00,17,,199208,199210,199212,199303,199305,199308
1992-05-25,X,,,,,,,,,,,,
1992-05-26,O,1992-05-26 04:45:00,1992-05-26 13:00:00,1992-05-26 12:53:00,1992-05-26 12:55:00,16,,199208,199210,199212,199303,199305,199308
1992-05-27,O,1992-05-27 04:45:00,1992-05-27 13:00:00,1992-05-27 12:53:00,1992-05-27 12:55:00,15,,199208,199210,199212,199303,199305,199308
1992-05-28,O,1992-05-28 04:45:00,1992-05-28 13:00:00,1992-05-28 12:53:00,1992-05-28 12:55:00,14,,199208,199210,199212,199303,199305,199308
1992-05-29,O,1992-05-29 04:45:00,1992-05-29 13:00:00,1992-05-29 12:53:00,1992-05-29 12:55:00,13,,199208,199210,199212,199303,199305,199308
1992-06-01,O,1992-06-01 04:45:00,1992-06-01 13:00:00,1992-06-01 12:53:00,1992-06-01 12:55:00,12,,199208,199210,199212,199303,199305,199308
1992-06-02,O,1992-06-02 04:45:00,1992-06-02 13:00:00,1992-06-02 12:53:00,1992-06-02 12:55:00,11,,199208,199210,199212,199303,199305,199308
1992-06-03,O,1992-06-03 04:45:00,1992-06-03 13:00:00,1992-06-03 12:53:00,1992-06-03 12:55:00,10,,199208,199210,199212,199303,199305,199308
1992-06-04,O,1992-06-04 04:45:00,1992-06-04 13:00:00,1992-06-04 12:53:00,1992-06-04 12:55:00,9,,199208,199210,199212,199303,199305,199308
1992-06-05,O,1992-06-05 04:45:00,1992-06-05 13:00:00,1992-06-05 12:53:00,1992-06-05 12:55:00,8,,199208,199210,199212,199303,199305,199308
1992-06-08,O,1992-06-08 04:45:00,1992-06-08 13:00:00,1992-06-08 12:53:00,1992-06-08 12:55:00,7,,199208,199210,199212,199303,199305,199308
1992-06-09,O,1992-06-09 04:45:00,1992-06-09 13:00:00,1992-06-09 12:53:00,1992-06-09 12:55:00,6,,199208,199210,199212,199303,199305,199308
1992-06-10,O,1992-06-10 04:45:00,1992-06-10 13:00:00,1992-06-10 12:53:00,1992-06-10 12:55:00,5,,199208,199210,199212,199303,199305,199308
1992-06-11,O,1992-06-11 04:45:00,1992-06-11 13:00:00,1992-06-11 12:53:00,1992-06-11 12:55:00,4,,199208,199210,199212,199303,199305,199308
1992-06-12,O,1992-06-12 04:45:00,1992-06-12 13:00:00,1992-06-12 12:53:00,1992-06-12 12:55:00,3,,199208,199210,199212,199303,199305,199308
1992-06-15,O,1992-06-15 04:45:00,1992-06-15 13:00:00,1992-06-15 12:53:00,1992-06-15 12:55:00,2,,199208,199210,199212,199303,199305,199308
1992-06-16,O,1992-06-16 04:45:00,1992-06-16 13:00:00,1992-06-16 12:53:00,1992-06-16 12:55:00,1,,199208,199210,199212,199303,199305,199308
1992-06-17,O,1992-06-17 04:45:00,1992-06-17 13:00:00,1992-06-17 12:53:00,1992-06-17 12:55:00,0,,199208,199210,199212,199303,199305,199308
1992-06-18,O,1992-06-18 04:45:00,1992-06-18 13:00:00,1992-06-18 12:53:00,1992-06-18 12:55:00,42,199208,199210,199212,199303,199305,199308,199310
1992-06-19,O,1992-06-19 04:45:00,1992-06-19 13:00:00,1992-06-19 12:53:00,1992-06-19 12:55:00,41,199208,199210,199212,199303,199305,199308,199310
1992-06-22,O,1992-06-22 04:45:00,1992-06-22 13:00:00,1992-06-22 12:53:00,1992-06-22 12:55:00,40,199208,199210,199212,199303,199305,199308,199310
1992-06-23,O,1992-06-23 04:45:00,1992-06-23 13:00:00,1992-06-23 12:53:00,1992-06-23 12:55:00,39,199208,199210,199212,199303,199305,199308,199310
1992-06-24,O,1992-06-24 04:45:00,1992-06-24 13:00:00,1992-06-24 12:53:00,1992-06-24 12:55:00,38,199208,199210,199212,199303,199305,199308,199310
1992-06-25,O,1992-06-25 04:45:00,1992-06-25 13:00:00,1992-06-25 12:53:00,1992-06-25 12:55:00,37,199208,199210,199212,199303,199305,199308,199310
1992-06-26,O,1992-06-26 04:45:00,1992-06-26 13:00:00,1992-06-26 12:53:00,1992-06-26 12:55:00,36,199208,199210,199212,199303,199305,199308,199310
1992-06-29,O,1992-06-29 04:45:00,1992-06-29 13:00:00,1992-06-29 12:53:00,1992-06-29 12:55:00,35,199208,199210,199212,199303,199305,199308,199310
1992-06-30,O,1992-06-30 04:45:00,1992-06-30 13:00:00,1992-06-30 12:53:00,1992-06-30 12:55:00,34,199208,199210,199212,199303,199305,199308,199310
1992-07-01,O,1992-07-01 04:45:00,1992-07-01 13:00:00,1992-07-01 12:53:00,1992-07-01 12:55:00,33,199208,199210,199212,199303,199305,199308,199310
1992-07-02,O,1992-07-02 04:45:00,1992-07-02 13:00:00,1992-07-02 12:53:00,1992-07-02 12:55:00,32,199208,199210,199212,199303,199305,199308,199310
1992-07-03,O,1992-07-03 04:45:00,1992-07-03 13:00:00,1992-07-03 12:53:00,1992-07-03 12:55:00,31,199208,199210,199212,199303,199305,199308,199310
1992-07-06,O,1992-07-06 04:45:00,1992-07-06 13:00:00,1992-07-06 12:53:00,1992-07-06 12:55:00,30,199208,199210,199212,199303,199305,199308,199310
1992-07-07,O,1992-07-07 04:45:00,1992-07-07 13:00:00,1992-07-07 12:53:00,1992-07-07 12:55:00,29,199208,199210,199212,199303,199305,199308,199310
1992-07-08,O,1992-07-08 04:45:00,1992-07-08 13:00:00,1992-07-08 12:53:00,1992-07-08 12:55:00,28,199208,199210,199212,199303,199305,199308,199310
1992-07-09,O,1992-07-09 04:45:00,1992-07-09 13:00:00,1992-07-09 12:53:00,1992-07-09 12:55:00,27,199208,199210,199212,199303,199305,199308,199310
1992-07-10,O,1992-07-10 04:45:00,1992-07-10 13:00:00,1992-07-10 12:53:00,1992-07-10 12:55:00,26,199208,199210,199212,199303,199305,199308,199310
1992-07-13,O,1992-07-13 04:45:00,1992-07-13 13:00:00,1992-07-13 12:53:00,1992-07-13 12:55:00,25,199208,199210,199212,199303,199305,199308,199310
1992-07-14,O,1992-07-14 04:45:00,1992-07-14 13:00:00,1992-07-14 12:53:00,1992-07-14 12:55:00,24,199208,199210,199212,199303,199305,199308,199310
1992-07-15,O,1992-07-15 04:45:00,1992-07-15 13:00:00,1992-07-15 12:53:00,1992-07-15 12:55:00,23,199208,199210,199212,199303,199305,199308,199310
1992-07-16,O,1992-07-16 04:45:00,1992-07-16 13:00:00,1992-07-16 12:53:00,1992-07-16 12:55:00,22,199208,199210,199212,199303,199305,199308,199310
1992-07-17,O,1992-07-17 04:45:00,1992-07-17 13:00:00,1992-07-17 12:53:00,1992-07-17 12:55:00,21,,199210,199212,199303,199305,199308,199310
1992-07-20,O,1992-07-20 04:45:00,1992-07-20 13:00:00,1992-07-20 12:53:00,1992-07-20 12:55:00,20,,199210,199212,199303,199305,199308,199310
1992-07-21,O,1992-07-21 04:45:00,1992-07-21 13:00:00,1992-07-21 12:53:00,1992-07-21 12:55:00,19,,199210,199212,199303,199305,199308,199310
1992-07-22,O,1992-07-22 04:45:00,1992-07-22 13:00:00,1992-07-22 12:53:00,1992-07-22 12:55:00,18,,199210,199212,199303,199305,199308,199310
1992-07-23,O,1992-07-23 04:45:00,1992-07-23 13:00:00,1992-07-23 12:53:00,1992-07-23 12:55:00,17,,199210,199212,199303,199305,199308,199310
1992-07-24,O,1992-07-24 04:45:00,1992-07-24 13:00:00,1992-07-24 12:53:00,1992-07-24 12:55:00,16,,199210,199212,199303,199305,199308,199310
1992-07-27,O,1992-07-27 04:45:00,1992-07-27 13:00:00,1992-07-27 12:53:00,1992-07-27 12:55:00,15,,199210,199212,199303,199305,199308,199310
1992-07-28,O,1992-07-28 04:45:00,1992-07-28 13:00:00,1992-07-28 12:53:00,1992-07-28 12:55:00,14,,199210,199212,199303,199305,199308,199310
1992-07-29,O,1992-07-29 04:45:00,1992-07-29 13:00:00,1992-07-29 12:53:00,1992-07-29 12:55:00,13,,199210,199212,199303,199305,199308,199310
1992-07-30,O,1992-07-30 04:45:00,1992-07-30 13:00:00,1992-07-30 12:53:00,1992-07-30 12:55:00,12,,199210,199212,199303,199305,199308,199310
1992-07-31,O,1992-07-31 04:45:00,1992-07-31 13:00:00,1992-07-31 12:53:00,1992-07-31 12:55:00,11,,199210,199212,199303,199305,199308,199310
1992-08-03,O,1992-08-03 04:45:00,1992-08-03 13:00:00,1992-08-03 12:53:00,1992-08-03 12:55:00,10,,199210,199212,199303,199305,199308,199310
1992-08-04,O,1992-08-04 04:45:00,1992-08-04 13:00:00,1992-08-04 12:53:00,1992-08-04 12:55:00,9,,199210,199212,199303,199305,199308,199310
1992-08-05,O,1992-08-05 04:45:00,1992-08-05 13:00:00,1992-08-05 12:53:00,1992-08-05 12:55:00,8,,199210,199212,199303,199305,199308,199310
1992-08-06,O,1992-08-06 04:45:00,1992-08-06 13:00:00,1992-08-06 12:53:00,1992-08-06 12:55:00,7,,199210,199212,199303,199305,199308,199310
1992-08-07,O,1992-08-07 04:45:00,1992-08-07 13:00:00,1992-08-07 12:53:00,1992-08-07 12:55:00,6,,199210,199212,199303,199305,199308,199310
1992-08-10,O,1992-08-10 04:45:00,1992-08-10 13:00:00,1992-08-10 12:53:00,1992-08-10 12:55:00,5,,199210,199212,199303,199305,199308,199310
1992-08-11,O,1992-08-11 04:45:00,1992-08-11 13:00:00,1992-08-11 12:53:00,1992-08-11 12:55:00,4,,199210,199212,199303,199305,199308,199310
1992-08-12,O,1992-08-12 04:45:00,1992-08-12 13:00:00,1992-08-12 12:53:00,1992-08-12 12:55:00,3,,199210,199212,199303,199305,199308,199310
1992-08-13,O,1992-08-13 04:45:00,1992-08-13 13:00:00,1992-08-13 12:53:00,1992-08-13 12:55:00,2,,199210,199212,199303,199305,199308,199310
1992-08-14,O,1992-08-14 04:45:00,1992-08-14 13:00:00,1992-08-14 12:53:00,1992-08-14 12:55:00,1,,199210,199212,199303,199305,199308,199310
1992-08-17,O,1992-08-17 04:45:00,1992-08-17 13:00:00,1992-08-17 12:53:00,1992-08-17 12:55:00,0,,199210,199212,199303,199305,199308,199310
1992-08-18,O,1992-08-18 04:45:00,1992-08-18 13:00:00,1992-08-18 12:53:00,1992-08-18 12:55:00,42,199210,199212,199303,199305,199308,199310,199312
1992-08-19,O,1992-08-19 04:45:00,1992-08-19 13:00:00,1992-08-19 12:53:00,1992-08-19 12:55:00,41,199210,199212,199303,199305,199308,199310,199312
1992-08-20,O,1992-08-20 04:45:00,1992-08-20 13:00:00,1992-08-20 12:53:00,1992-08-20 12:55:00,40,199210,199212,199303,199305,199308,199310,199312
1992-08-21,O,1992-08-21 04:45:00,1992-08-21 13:00:00,1992-08-21 12:53:00,1992-08-21 12:55:00,39,199210,199212,199303,199305,199308,199310,199312
1992-08-24,O,1992-08-24 04:45:00,1992-08-24 13:00:00,1992-08-24 12:53:00,1992-08-24 12:55:00,38,199210,199212,199303,199305,199308,199310,199312
1992-08-25,O,1992-08-25 04:45:00,1992-08-25 13:00:00,1992-08-25 12:53:00,1992-08-25 12:55:00,37,199210,199212,199303,199305,199308,199310,199312
1992-08-26,O,1992-08-26 04:45:00,1992-08-26 13:00:00,1992-08-26 12:53:00,1992-08-26 12:55:00,36,199210,199212,199303,199305,199308,199310,199312
1992-08-27,O,1992-08-27 04:45:00,1992-08-27 13:00:00,1992-08-27 12:53:00,1992-08-27 12:55:00,35,199210,199212,199303,199305,199308,199310,199312
1992-08-28,O,1992-08-28 04:45:00,1992-08-28 13:00:00,1992-08-28 12:53:00,1992-08-28 12:55:00,34,199210,199212,199303,199305,199308,199310,199312
1992-08-31,X,,,,,,,,,,,,
1992-09-01,O,1992-09-01 04:45:00,1992-09-01 13:00:00,1992-09-01 12:53:00,1992-09-01 12:55:00,33,199210,199212,199303,199305,199308,199310,199312
1992-09-02,O,1992-09-02 04:45:00,1992-09-02 13:00:00,1992-09-02 12:53:00,1992-09-02 12:55:00,32,199210,199212,199303,199305,199308,199310,199312
1992-09-03,O,1992-09-03 04:45:00,1992-09-03 13:00:00,1992-09-03 12:53:00,1992-09-03 12:55:00,31,199210,199212,199303,199305,199308,199310,199312
1992-09-04,O,1992-09-04 04:45:00,1992-09-04 13:00:00,1992-09-04 12:53:00,1992-09-04 12:55:00,30,199210,199212,199303,199305,199308,199310,199312
1992-09-07,O,1992-09-07 04:45:00,1992-09-07 13:00:00,1992-09-07 12:53:00,1992-09-07 12:55:00,29,199210,199212,199303,199305,199308,199310,199312
1992-09-08,O,1992-09-08 04:45:00,1992-09-08 13:00:00,1992-09-08 12:53:00,1992-09-08 12:55:00,28,199210,199212,199303,199305,199308,199310,199312
1992-09-09,O,1992-09-09 04:45:00,1992-09-09 13:00:00,1992-09-09 12:53:00,1992-09-09 12:55:00,27,199210,199212,199303,199305,199308,199310,199312
1992-09-10,O,1992-09-10 04:45:00,1992-09-10 13:00:00,1992-09-10 12:53:00,1992-09-10 12:55:00,26,199210,199212,199303,199305,199308,199310,199312
1992-09-11,O,1992-09-11 04:45:00,1992-09-11 13:00:00,1992-09-11 12:53:00,1992-09-11 12:55:00,25,199210,199212,199303,199305,199308,199310,199312
1992-09-14,O,1992-09-14 04:45:00,1992-09-14 13:00:00,1992-09-14 12:53:00,1992-09-14 12:55:00,24,199210,199212,199303,199305,199308,199310,199312
1992-09-15,O,1992-09-15 04:45:00,1992-09-15 13:00:00,1992-09-15 12:53:00,1992-09-15 12:55:00,23,199210,199212,199303,199305,199308,199310,199312
